ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/14/942/001	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/002	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/003	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/004	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/005	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/006	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/007	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/008	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/009	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/010	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/011	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/012	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/013	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/014	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	RxNorm Extension concept	 	2026-02-13
