ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/14/942/001	EMEA/H/C/002272	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/002	EMEA/H/C/002272	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/003	EMEA/H/C/002272	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/004	EMEA/H/C/002272	75 mg / 75 mg	Film-coated tablet	Oral use	bottle (HDPE)		30 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/005	EMEA/H/C/002272	75 mg / 75 mg	Film-coated tablet	Oral use	bottle (HDPE) multi-layer		30 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/006	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		10 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/007	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/008	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/009	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/010	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		50 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/011	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/012	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		100 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/013	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	bottle (HDPE)		30 tablets	Clopidogrel / acetylsalicylic acid Teva
EU/1/14/942/014	EMEA/H/C/002272	75 mg / 100 mg	Film-coated tablet	Oral use	bottle (HDPE) multi-layer		30 tablets	Clopidogrel / acetylsalicylic acid Teva
