cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
664734	71872	42899426	Melissa officinalis leaf extract	1307836	BROAD		Melissa officinalis leaf preparation 275 MG Oral Capsule	2026-03-12
664735	71872	42899426	Melissa officinalis leaf extract	1307836	BROAD		Melissa officinalis leaf preparation 275 MG Oral Capsule	2026-03-12
664736	71872	42899426	Melissa officinalis leaf extract	1307836	BROAD		Melissa officinalis leaf preparation 275 MG Oral Capsule	2026-03-12
