desmopressin 13.4 mikrogram	desmopressin acetate trihydrate 15 mikrogram
desmopressin 178 mikrogram	desmopressin acetate trihydrate 0.2 milligram
desmopressin 2.23 mikrogram	desmopressin acetate trihydrate 2.5 mikrogram
desmopressin 240 mikrogram	desmopressin acetate trihydrate 265.7 - 270 mikrogram
desmopressin 240 mikrogram	desmopressin acetate trihydrate 0.266 milligram
desmopressin 25 mikrogram	desmopressin acetate trihydrate 27.7 mikrogram
desmopressin 3.56 mikrogram	desmopressin acetate trihydrate 4 mikrogram
desmopressin 360 mikrogram	desmopressin acetate trihydrate 400 mikrogram
desmopressin 50 mikrogram	desmopressin acetate trihydrate 55 mikrogram
desmopressin 60 mikrogram	desmopressin acetate trihydrate 0.067 milligram
desmopressin 60 mikrogram	desmopressin acetate trihydrate 66.4 - 67 mikrogram
desmopressin 8.9 mikrogram	desmopressin acetate trihydrate 10 mikrogram
desmopressin 89 mikrogram	desmopressin acetate trihydrate 0.1 milligram
desmopressin 89 mikrogram	desmopressin acetate trihydrate 100 mikrogram
desoxycortone 19.9 milligram	desoxycortone pivalate 25 milligram
desoxyrhaponticin 1 milligram	rheum rhaponticum (rhapontic rhubarb) dried root; dry extract, refined (16-26:1); calcium oxide:water (1:38) 4 milligram
detomidine 6.36 milligram	detomidine hydrochloride 7.63 milligram
detomidine 8.36 - 8.4 milligram	detomidine hydrochloride 10 milligram
dexamethasone 0.4 milligram	dexamethasone sodium phosphate 0.526 milligram
dexamethasone 0.83 milligram	dexamethasone sodium phosphate 1.09 - 1.1 milligram
dexamethasone 0.9 milligram	dexamethasone acetate 1 milligram
dexamethasone 1 milligram	dexamethasone sodium phosphate 1.32 milligram
dexamethasone 2 milligram	dexamethasone sodium phosphate 2.63 milligram
dexamethasone 3.3 - 3.33 milligram	dexamethasone sodium phosphate 4.37 milligram
dexamethasone 40 milligram	dexamethasone acetate 44.3 milligram
dexamethasone 789 mikrogram	dexamethasone isonicotinate 1 milligram
dexamethasone phosphate 1 milligram	dexamethasone sodium phosphate 1.09 - 1.1 milligram
dexamethasone phosphate 4 milligram	dexamethasone sodium phosphate 4.37 milligram
dexketoprofen 12.5 milligram	dexketoprofen trometamol 18.45 milligram
dexketoprofen 25 milligram	dexketoprofen trometamol 36.9 milligram
dexmedetomidine 0.08 mikroliter	dexmedetomidine hydrochloride 0.106 mikroliter
dexmedetomidine 0.08 milligram	dexmedetomidine hydrochloride 0.1 milligram
dexmedetomidine 0.42 milligram	dexmedetomidine hydrochloride 0.5 milligram
dexmedetomidine 100 mikrogram	dexmedetomidine hydrochloride 118 - 118.2 mikrogram
dexmedetomidine 4 mikrogram	dexmedetomidine hydrochloride 4.727 - 4.73 mikrogram
dexmedetomidine 8 mikrogram	dexmedetomidine hydrochloride 9.46 mikrogram
dexrazoxane 500 milligram	dexrazoxane hydrochloride 589 milligram
dextroamphetamine 11.9 milligram	lisdexamfetamine dimesilate 40 milligram
dextroamphetamine 11.9 milligram	lisdexamfetamine diadipate 48.8 milligram
dextroamphetamine 14.68 milligram	dextroamphetamine sulfate 20 milligram
dextroamphetamine 14.8 milligram	lisdexamfetamine diadipate 61 milligram
dextroamphetamine 14.8 milligram	lisdexamfetamine dimesilate 50 milligram
dextroamphetamine 17.8 milligram	lisdexamfetamine diadipate 73.2 milligram
dextroamphetamine 17.8 milligram	lisdexamfetamine dimesilate 60 milligram
dextroamphetamine 2.95 milligram	lisdexamfetamine dimesilate 10 milligram
dextroamphetamine 20.8 milligram	lisdexamfetamine diadipate 85.4 milligram
dextroamphetamine 20.8 milligram	lisdexamfetamine dimesilate 70 milligram
dextroamphetamine 3.67 milligram	dextroamphetamine sulfate 5 milligram
dextroamphetamine 5.9 milligram	lisdexamfetamine diadipate 24.4 milligram
dextroamphetamine 5.9 milligram	lisdexamfetamine dimesilate 20 milligram
dextroamphetamine 7.34 milligram	dextroamphetamine sulfate 10 milligram
dextroamphetamine 8.9 milligram	lisdexamfetamine dimesilate 30 milligram
dextroamphetamine 8.9 milligram	lisdexamfetamine diadipate 36.6 milligram
dextromethorphan 15.41 milligram	dextromethorphan hydrobromide (monohydrate) 20 milligram
dextromethorphan 23.11 milligram	dextromethorphan hydrobromide (monohydrate) 30 milligram
dibenzoyl peroxide, anhydrous 100 milligram	dibenzoyl peroxide, hydrous 100 milligram
dibenzoyl peroxide, anhydrous 25 milligram	dibenzoyl peroxide, hydrous 33.33 - 34 milligram
dibenzoyl peroxide, anhydrous 50 milligram	dibenzoyl peroxide, hydrous 50 - 71.4 milligram
dibucaine 0.45 milligram	dibucaine hydrochloride 0.5 milligram
dibucaine 0.9 milligram	dibucaine hydrochloride 1 milligram
dibucaine 22.6 milligram	dibucaine hydrochloride 25 milligram
dibucaine 4.5 milligram	dibucaine hydrochloride 5 milligram
dibucaine 66 mikrogram	dibucaine hydrochloride 73 mikrogram
diclofenac 0.93 milligram	diclofenac sodium 1 milligram
diclofenac 11 - 11.1 milligram	diclofenac potassium 12.5 milligram
diclofenac 129.9 - 130 milligram	diclofenac sodium 140 milligram
diclofenac 130.04 milligram	diclofenac epolamine 180.6 milligram
diclofenac 18.6 - 19 milligram	diclofenac diethylamine 23.2 milligram
diclofenac 20.7 - 23.3 milligram	diclofenac sodium 25 milligram
diclofenac 22 - 22.2 milligram	diclofenac potassium 25 milligram
diclofenac 27.93 milligram	diclofenac sodium 30 milligram
diclofenac 37.24 milligram	diclofenac sodium 40 milligram
diclofenac 41.4 - 47 milligram	diclofenac sodium 50 milligram
diclofenac 44 - 44.3 milligram	diclofenac potassium 50 milligram
diclofenac 69 - 70 milligram	diclofenac sodium 75 milligram
diclofenac 9 - 9.31 milligram	diclofenac diethylamine 11.6 milligram
diclofenac 92.8 - 93 milligram	diclofenac sodium 100 milligram
diclofenac sodium 10 milligram	diclofenac diethylamine 11.6 milligram
diclofenac sodium 140 milligram	diclofenac epolamine 180.6 milligram
diclofenac sodium 20 milligram	diclofenac diethylamine 23.2 milligram
dicloxacillin 1 gram	dicloxacillin sodium (monohydrate) 1.047 gram
dicloxacillin 12.5 milligram	dicloxacillin sodium (monohydrate) 13.56 milligram
dicloxacillin 250 milligram	dicloxacillin sodium (monohydrate) 271.26 milligram
dicloxacillin 500 milligram	dicloxacillin sodium (monohydrate) 542.5 milligram
difelikefalin 50 mikrogram	difelikefalin acetate 55 mikrogram
dihydroergotamine 2.1 milligram	dihydroergotamine mesylate 2.5 milligram
dihydroergotamine 4.3 milligram	dihydroergotamine mesylate 5 milligram
dihydrostreptomycin 200 milligram	dihydrostreptomycin sulfate 250 - 264 milligram
dihydrostreptomycin 250 milligram	dihydrostreptomycin sulfate 330 milligram
dihydrostreptomycin 400 milligram	dihydrostreptomycin sulfate 500.8 milligram
dihydrostreptomycin 500 milligram	dihydrostreptomycin sulfate 626 milligram
diltiazem 110.29 milligram	diltiazem hydrochloride 120 milligram
diltiazem 165.44 milligram	diltiazem hydrochloride 180 milligram
diltiazem 18.6 milligram	diltiazem hydrochloride 20.2 milligram
diltiazem 220.6 milligram	diltiazem hydrochloride 240 milligram
diltiazem 275.75 milligram	diltiazem hydrochloride 300 milligram
diltiazem 55.15 milligram	diltiazem hydrochloride 60 milligram
diltiazem 82.72 milligram	diltiazem hydrochloride 90 milligram
dimeticone 125 milligram	simeticone 133 milligram
dimeticone 188 milligram	simeticone 200 milligram
dimeticone 9.4 milligram	simeticone 10 milligram
dimeticone 94 milligram	simeticone 100 milligram
dinoprost 12.5 milligram	dinoprost tromethamine 16.77 - 16.8 milligram
dinoprost 5 milligram	dinoprost tromethamine 6.7 milligram
diphenhydramine 3.26 milligram	diphenhydramine hydrochloride 3.72 milligram
disodium clodronate anhydrous 400 milligram	disodium clodronate tetrahydrate 500 milligram
disodium clodronate anhydrous 520 milligram	disodium clodronate tetrahydrate 649.73 milligram
disodium clodronate anhydrous 60 milligram	disodium clodronate tetrahydrate 75 milligram
disodium clodronate anhydrous 60 milligram	clodronic acid 51 milligram
disodium clodronate anhydrous 800 milligram	disodium clodronate tetrahydrate 1000 milligram
disodium clodronate tetrahydrate 74.98 milligram	clodronic acid 51 milligram
disodium phosphate (anhydrous) 46 mikrogram	disodium phosphate dodecahydrate 117 mikrogram
disopyramide 250 milligram	disopyramide phosphate 322.5 milligram
dobutamine 12.5 milligram	dobutamine hydrochloride 14 - 14.01 milligram
dobutamine 250 milligram	dobutamine hydrochloride 280 milligram
docetaxel (anhydrous) 120 milligram	docetaxel trihydrate 128.04 milligram
docetaxel (anhydrous) 160 milligram	docetaxel trihydrate 170.7 milligram
docetaxel (anhydrous) 20 milligram	docetaxel trihydrate 21.33 - 21.34 milligram
docetaxel (anhydrous) 80 milligram	docetaxel trihydrate 83.35 - 85.36 milligram
docusate 0.95 milligram	docusate sodium 1 milligram
dolasetron 14.88 milligram	dolasetron mesylate 20 milligram
dolasetron 148 milligram	dolasetron mesylate 200 milligram
dolasetron 37 milligram	dolasetron mesylate 50 milligram
dolutegravir 10 milligram	dolutegravir sodium 10.5 milligram
dolutegravir 25 milligram	dolutegravir sodium 26.3 milligram
dolutegravir 5 milligram	dolutegravir sodium 5.26 milligram
dolutegravir 50 milligram	dolutegravir sodium 52.6 - 52.62 milligram
donepezil 4.56 - 4.6 milligram	donepezil hydrochloride anhydrous 5 milligram
donepezil 4.56 milligram	donepezil hydrochloride monohydrate 5.21 - 5.22 milligram
donepezil 9.12 - 9.2 milligram	donepezil hydrochloride anhydrous 10 milligram
donepezil 9.12 milligram	donepezil hydrochloride monohydrate 10.43 milligram
donepezil hydrochloride anhydrous 10 milligram	donepezil hydrochloride monohydrate 10.43 milligram
donepezil hydrochloride anhydrous 5 milligram	donepezil hydrochloride monohydrate 5.21 - 5.22 milligram
dopamine 1.21 milligram	dopamine hydrochloride 1.5 milligram
dopamine 16.2 milligram	dopamine hydrochloride 20 milligram
dopamine 3.63 milligram	dopamine hydrochloride 4.5 milligram
dorzolamide 20 milligram	dorzolamide hydrochloride 22.25 - 22.3 milligram
dorzolamide 20.01 milligram	dorzolamide hydrochloride 22.26 milligram
doxazosin 1 milligram	doxazosin mesylate 1.21 - 1.213 milligram
doxazosin 2 milligram	doxazosin mesylate 2.42 - 2.426 milligram
doxazosin 4 milligram	doxazosin mesylate 4.85 - 4.852 milligram
doxazosin 8 milligram	doxazosin mesylate 9.7 milligram
doxorubicin 1.874 milligram	doxorubicin hydrochloride 2 milligram
doxycycline (anhydrous) 10 milligram	doxycycline hyclate 11.5 milligram
doxycycline (anhydrous) 100 milligram	doxycycline hyclate 115.4 milligram
doxycycline (anhydrous) 100 milligram	doxycycline monohydrate 104.1 - 105.8 milligram
doxycycline (anhydrous) 100 milligram	doxycycline carrageenate 163.4 milligram
doxycycline (anhydrous) 15 milligram	doxycycline hyclate 17.325 milligram
doxycycline (anhydrous) 20 milligram	doxycycline hyclate 23.08 milligram
doxycycline (anhydrous) 200 milligram	doxycycline hyclate 230 - 239.4 milligram
doxycycline (anhydrous) 40 milligram	doxycycline monohydrate 41.62 milligram
doxycycline (anhydrous) 40 milligram	doxycycline hyclate 47.88 milligram
doxycycline (anhydrous) 400 milligram	doxycycline hyclate 461.66 - 462 milligram
doxycycline (anhydrous) 433 milligram	doxycycline hyclate 500 milligram
doxycycline (anhydrous) 50 gram	doxycycline hyclate 55.5 gram
doxycycline (anhydrous) 50 milligram	doxycycline hyclate 57.71 - 57.75 milligram
doxylamine 13.92 milligram	doxylamine succinate 20 milligram
doxylamine 17.4 milligram	doxylamine succinate 25 milligram
doxylamine 6.96 milligram	doxylamine succinate 10 milligram
doxylamine 8.7 milligram	doxylamine succinate 12.5 milligram
dronabinol 27 milligram	cannabis sativa (cannabis) leaf and flower; soft extract; carbon dioxide (thc) 38 milligram
dronedarone 400 milligram	dronedarone hydrochloride 426 - 426.2 milligram
duloxetine 120 milligram	duloxetine hydrochloride 134.432 milligram
duloxetine 20 milligram	duloxetine hydrochloride 22.4 - 22.45 milligram
duloxetine 30 milligram	duloxetine hydrochloride 33.61 - 33.7 milligram
duloxetine 40 milligram	duloxetine hydrochloride 44.8 - 44.9 milligram
duloxetine 60 milligram	duloxetine hydrochloride 67.22 - 67.356 milligram
duloxetine 90 milligram	duloxetine hydrochloride 100.824 milligram
echinacea pallida (pale coneflower) dry root 20 milligram	baptisia tinctoria (wild indigo) root / echinacea pallida (pale coneflower) root / echinacea purpurea (purple coneflower) root / thuja occidentalis (white cedar) leafy twig; dry extract (4-9:1); ethanol 30 % 16 milligram
echinacea pallida (pale coneflower) dry root 3.75 - 4 milligram	baptisia tinctoria (wild indigo) root / echinacea pallida (pale coneflower) root / echinacea purpurea (purple coneflower) root / thuja occidentalis (white cedar) leafy twig; dry extract (4-9:1); ethanol 30 % 3.2 milligram
echinacea purpurea (purple coneflower) dried herb 32 milligram	echinacea purpurea (purple coneflower) herb and root; dry extract; ethanol 65 % 6.2 milligram
echinacea purpurea (purple coneflower) dried herb 70 milligram	echinacea purpurea (purple coneflower) herb; extract (1:12); ethanol 65 % 860 milligram
echinacea purpurea (purple coneflower) fresh herb 1 gram	echinacea purpurea (purple coneflower) herb; dried expressed juice (31.5-53.6:1) 24.8 milligram
echinacea purpurea (purple coneflower) fresh herb 1.4 - 2 gram	echinacea purpurea (purple coneflower) herb; expressed juice (1.7-2.5:1) 800 milligram
echinacea purpurea (purple coneflower) fresh herb 240 milligram	echinacea purpurea (purple coneflower) fresh herb; liquid extract (1:2.0-3.6); ethanol 65 % 860 milligram
echinacea purpurea (purple coneflower) fresh herb 245 milligram	echinacea purpurea (purple coneflower) fresh herb; soft extract (3.5-6.4:1); ethanol 87 % 69.065 milligram
echinacea purpurea (purple coneflower) fresh herb 297 milligram	echinacea purpurea (purple coneflower) fresh herb; dry extract (17-36:1); ethanol 65 % 17.7 milligram
echinacea purpurea (purple coneflower) fresh herb 3.5 - 3.8 gram	echinacea purpurea (purple coneflower) herb; dried expressed juice (31.5-53.6:1) 88.5 milligram
echinacea purpurea (purple coneflower) fresh herb 300 milligram	echinacea purpurea (purple coneflower) whole plant; liquid extract (1:3); ethanol 60 % 910 milligram
echinacea purpurea (purple coneflower) fresh herb 336 milligram	echinacea purpurea (purple coneflower) herb; expressed juice (1.7-2.5:1) 160 milligram
echinacea purpurea (purple coneflower) fresh herb 4 gram	echinacea purpurea (purple coneflower) herb; dried expressed juice (20-28:1) 176 milligram
echinacea purpurea (purple coneflower) fresh herb 99 milligram	echinacea purpurea (purple coneflower) fresh herb; dry extract (17-36:1); ethanol 65 % 5.9 milligram
echinacea purpurea (purple coneflower) fresh root 12 milligram	echinacea purpurea (purple coneflower) fresh root; liquid extract (1:1.9-3.8); ethanol 65 % 45 milligram
echinacea purpurea (purple coneflower) fresh root 12 milligram	echinacea purpurea (purple coneflower) fresh root; soft extract (3.3-6.3:1); ethanol 86 % 3.635 milligram
echinacea purpurea (purple coneflower) fresh root 17 milligram	echinacea purpurea (purple coneflower) fresh root; dry extract (19-40:1); ethanol 65 % 0.9 milligram
echinacea purpurea (purple coneflower) fresh root 5.7 milligram	echinacea purpurea (purple coneflower) fresh root; dry extract (19-40:1); ethanol 65 % 0.3 milligram
echinacea purpurea (purple coneflower) fresh whole plant 300 milligram	echinacea purpurea (purple coneflower) whole plant; liquid extract (1:3); ethanol 60 % 910 milligram
echinacea purpurea (purple coneflower) root 1.8 milligram	echinacea purpurea (purple coneflower) herb and root; dry extract; ethanol 65 % 6.2 milligram
echinacea purpurea (purple coneflower) root 100 milligram	echinacea purpurea (purple coneflower) root; extract (3.5-7.5:1); ethanol 55 % 18.52 milligram
echinacea purpurea (purple coneflower) root 260 milligram	echinacea purpurea (purple coneflower) dried root; dry extract (6.1-7:1); ethanol 45 %. contains 10 mg excipients. 40 milligram
echinacea purpurea (purple coneflower) root 4 milligram	echinacea purpurea (purple coneflower) root; extract (1:11); ethanol 65 % 45 milligram
echinacea purpurea (purple coneflower) root 50 milligram	echinacea purpurea (purple coneflower) root; extract (3.5-7.5:1); ethanol 55 % 9.3 milligram
edetate disodium (anhydrous) 153 milligram	edetate disodium (dihydrate) 164 milligram
edoxaban 15 milligram	edoxaban tosilate monohydrate 20.2 - 20.21 milligram
edoxaban 30 milligram	edoxaban tosilate monohydrate 40.4 - 40.412 milligram
edoxaban 60 milligram	edoxaban tosilate monohydrate 80.8 - 80.824 milligram
eflornithine 115 milligram	eflornithine hydrochloride monohydrate 150 milligram
elacestrant 345 milligram	elacestrant hydrochloride 400 milligram
elacestrant 86 milligram	elacestrant hydrochloride 100 milligram
eletriptan 20 milligram	eletriptan hydrobromide 24.23 - 24.24 milligram
eletriptan 40 milligram	eletriptan hydrobromide 48.46 - 48.49 milligram
eleutherococcus senticosus (eleutherococcus) dried root 100 milligram	eleutherococcus senticosus (eleutherococcus) root; extract (17-30:1); etanol 70 % 4.46 milligram
eleutherococcus senticosus (eleutherococcus) dried root 243.1 milligram	eleutherococcus senticosus (eleutherococcus) root; soft extract (17-30:1); 1. ethanol 70 % 2. water 14.3 milligram
eleutherococcus senticosus (eleutherococcus) dried root 243.1 milligram	eleutherococcus senticosus (eleutherococcus) root; extract (17-30:1); etanol 70 % 14.3 milligram
eleutherococcus senticosus (eleutherococcus) dried root 36 milligram	eleutherococcus senticosus (eleutherococcus) dried root; soft extract (8-15:1); ethanol 70 % 4.5 milligram
eleutherococcus senticosus (eleutherococcus) dried root 36.38 milligram	eleutherococcus senticosus (eleutherococcus) root; soft extract (17-30:1); 1. ethanol 70 % 2. water 2.14 milligram
eleutherococcus senticosus (eleutherococcus) dried root 44 milligram	eleutherococcus senticosus (eleutherococcus) root; soft extract (17-30:1); 1. ethanol 70 % 2. water 2.6 milligram
eleutherococcus senticosus (eleutherococcus) dried root 50 milligram	eleutherococcus senticosus (eleutherococcus) root; extract (17-30:1); etanol 70 % 2.14 milligram
eleutherococcus senticosus (eleutherococcus) dried root 77 milligram	eleutherococcus senticosus (eleutherococcus) root; soft extract (17-30:1); 1. ethanol 70 % 2. water 4.5 milligram
eleutherococcus senticosus (eleutherococcus) dried root 809 milligram	eleutherococcus senticosus (eleutherococcus) root; soft extract (17-30:1); 1. ethanol 70 % 2. water 47.6 milligram
eliglustat 21 milligram	eliglustat tartrate 25 milligram
eliglustat 84 milligram	eliglustat tartrate 100 milligram
eltrombopag 12.5 milligram	eltrombopag olamine 15.9 - 15.95 milligram
eltrombopag 25 milligram	eltrombopag olamine 31.9 - 32 milligram
eltrombopag 50 milligram	eltrombopag olamine 63.8 - 63.806 milligram
eltrombopag 75 milligram	eltrombopag olamine 95.7 - 95.709 milligram
emedastine 0.5 milligram	emedastine difumarate 0.884 milligram
emepronium bromide 200 milligram	emepronium carrageenate 310 milligram
enalapril 0.19 milligram	enalapril maleate 0.25 milligram
enalapril 0.76 - 0.96 milligram	enalapril maleate 1 milligram
enalapril 1.91 milligram	enalapril maleate 2.5 milligram
enalapril 15.287 - 15.3 milligram	enalapril maleate 20 milligram
enalapril 3.82 - 3.822 milligram	enalapril maleate 5 milligram
enalapril 7.64 milligram	enalapril maleate 10 milligram
enoxaparin 10 tusen internationella enheter	enoxaparin sodium 100 milligram
enoxaparin 100 tusen internationella enheter	enoxaparin sodium 1000 milligram
enoxaparin 12 tusen internationella enheter	enoxaparin sodium 120 milligram
enoxaparin 15 tusen internationella enheter	enoxaparin sodium 150 milligram
enoxaparin 2 tusen internationella enheter	enoxaparin sodium 20 milligram
enoxaparin 2000 internationella enheter	enoxaparin sodium 20 milligram
enoxaparin 30 tusen internationella enheter	enoxaparin sodium 300 milligram
enoxaparin 4 tusen internationella enheter	enoxaparin sodium 40 milligram
enoxaparin 4000 internationella enheter	enoxaparin sodium 40 milligram
enoxaparin 50 tusen internationella enheter	enoxaparin sodium 500 milligram
enoxaparin 6 tusen internationella enheter	enoxaparin sodium 60 milligram
enoxaparin 6000 internationella enheter	enoxaparin sodium 60 milligram
enoxaparin 8 tusen internationella enheter	enoxaparin sodium 80 milligram
enoxaparin 8000 internationella enheter	enoxaparin sodium 80 milligram
entecavir (anhydrous) 0.05 milligram	entecavir monohydrate 0.053 milligram
entecavir (anhydrous) 0.5 milligram	entecavir monohydrate 0.53 - 0.532 milligram
entecavir (anhydrous) 1 milligram	entecavir monohydrate 1.06 - 1.066 milligram
ephicillin 182.5 milligram	penethamate hydriodide 236.3 milligram
ephicillin 77.2 milligram	penethamate hydriodide 100 milligram
epinastine 0.44 milligram	epinastine hydrochloride 0.5 milligram
epinephrine 0.005 milligram	epinephrine bitartrate 0.009 milligram
epinephrine 0.02 milligram	epinephrine bitartrate 0.036 milligram
epinephrine 0.1 milligram	epinephrine bitartrate 0.18 - 0.182 milligram
epinephrine 0.27 milligram	epinephrine bitartrate 0.5 milligram
epinephrine 1 milligram	epinephrine bitartrate 1.8 - 1.82 milligram
epinephrine 10 mikrogram	epinephrine bitartrate 18 - 18.2 mikrogram
epinephrine 10 mikrogram	epinephrine hydrochloride 12 mikrogram
epinephrine 10 milligram	epinephrine bitartrate 18 - 18.2 milligram
epinephrine 12.5 mikrogram	epinephrine bitartrate 22.7 mikrogram
epinephrine 150 mikrogram	epinephrine bitartrate 273 - 300.15 mikrogram
epinephrine 2 mikrogram	epinephrine bitartrate 3.6 - 3.64 mikrogram
epinephrine 300 mikrogram	epinephrine bitartrate 545 - 600.3 mikrogram
epinephrine 5 mikrogram	epinephrine hydrochloride 6 mikrogram
epinephrine 5 mikrogram	epinephrine bitartrate 9 - 9.1 mikrogram
epinephrine 500 mikrogram	epinephrine bitartrate 909 mikrogram
eplontersen 45 milligram	eplontersen sodium 47 milligram
epoprostenol 0.5 milligram	epoprostenol sodium 0.531 milligram
epoprostenol 1.5 milligram	epoprostenol sodium 1.593 milligram
eprosartan 300 milligram	eprosartan mesylate 367.9 milligram
eprosartan 400 milligram	eprosartan mesylate 490.6 milligram
eprosartan 600 milligram	eprosartan mesylate 735.8 milligram
eravacycline 50 milligram	eravacycline dihydrochloride 56.53 milligram
ergotamine 0.22 milligram	ergotamine tartrate 0.5 milligram
ergotamine 0.44 milligram	ergotamine tartrate 1 milligram
eribulin 0.44 milligram	eribulin mesylate 0.5 milligram
erlotinib 100 milligram	erlotinib hydrochloride 109.267 - 109.3 milligram
erlotinib 150 milligram	erlotinib hydrochloride 163.9 - 163.94 milligram
erlotinib 25 milligram	erlotinib hydrochloride 27.3 - 27.32 milligram
ertapenem 1 gram	ertapenem sodium 1.046 gram
ertugliflozin 15 milligram	ertugliflozin pidolate 19.43 - 19.431 milligram
ertugliflozin 2.5 milligram	ertugliflozin pidolate 3.238 milligram
ertugliflozin 5 milligram	ertugliflozin pidolate 6.477 milligram
ertugliflozin 7.5 milligram	ertugliflozin pidolate 9.713 milligram
erythromycin 1 gram	erythromycin lactobionate 1.49 gram
erythromycin 100 milligram	erythromycin ethylsuccinate 118 - 127.1 milligram
erythromycin 200 milligram	erythromycin ethylsuccinate 235 - 235.5 milligram
erythromycin 250 milligram	erythromycin stearate 406.5 milligram
erythromycin 40 milligram	erythromycin ethylsuccinate 47 - 50.84 milligram
erythromycin 500 milligram	erythromycin ethylsuccinate 587 milligram
escitalopram 10 milligram	escitalopram oxalate 12.77 - 12.78 milligram
escitalopram 15 milligram	escitalopram oxalate 19.155 - 19.7 milligram
escitalopram 20 milligram	escitalopram oxalate 25.54 - 26.56 milligram
escitalopram 5 milligram	escitalopram oxalate 6.385 - 6.39 milligram
esketamine 25 milligram	esketamine hydrochloride 28.83 - 28.85 milligram
esketamine 5 milligram	esketamine hydrochloride 5.77 milligram
esmolol 2225.31 milligram	esmolol hydrochloride 2500 milligram
esmolol 8.9 milligram	esmolol hydrochloride 10 milligram
esomeprazole 10 milligram	esomeprazole magnesium dihydrate 10.844 milligram
esomeprazole 10 milligram	esomeprazole magnesium trihydrate 11.1 milligram
esomeprazole 10 milligram	esomeprazole magnesium 10.353 milligram
esomeprazole 20 milligram	esomeprazole magnesium 20.7 - 22.264 milligram
esomeprazole 20 milligram	esomeprazole sodium 21.274 - 21.28 milligram
esomeprazole 20 milligram	esomeprazole magnesium dihydrate 21.68 - 21.753 milligram
esomeprazole 20 milligram	esomeprazole magnesium trihydrate 22.25 - 22.3 milligram
esomeprazole 40 milligram	esomeprazole magnesium 41.4 - 44.528 milligram
esomeprazole 40 milligram	esomeprazole magnesium trihydrate 44.5 milligram
esomeprazole 40 milligram	esomeprazole magnesium dihydrate 43.37 - 43.506 milligram
esomeprazole 40 milligram	esomeprazole sodium 42.5 - 42.6 milligram
estetrol 14.2 milligram	estetrol monohydrate 15 milligram
estradiol 0.39 milligram	estradiol hemihydrate 0.4 milligram
estradiol 0.5 milligram	estradiol hemihydrate 0.517 milligram
estradiol 0.51 milligram	estradiol hemihydrate 0.53 milligram
estradiol 0.585 milligram	estradiol hemihydrate 0.6 - 0.61 milligram
estradiol 0.59 milligram	estradiol hemihydrate 0.585 milligram
estradiol 0.6 milligram	estradiol hemihydrate 0.62 milligram
estradiol 0.75 milligram	estradiol hemihydrate 0.77 - 0.775 milligram
estradiol 0.76 - 0.764 milligram	estradiol valerate 1 milligram
estradiol 0.78 milligram	estradiol hemihydrate 0.8 - 0.81 milligram
estradiol 1 milligram	estradiol valerate 1.31 milligram
estradiol 1 milligram	estradiol hemihydrate 1.03 - 1.033 milligram
estradiol 1.17 milligram	estradiol hemihydrate 1.2 - 1.21 milligram
estradiol 1.528 - 1.53 milligram	estradiol valerate 2 milligram
estradiol 1.53 milligram	estradiol hemihydrate 1.58 milligram
estradiol 1.55 milligram	estradiol hemihydrate 1.6 milligram
estradiol 1.56 milligram	estradiol hemihydrate 1.6 - 1.61 milligram
estradiol 1.94 milligram	estradiol hemihydrate 2 milligram
estradiol 1.97 milligram	estradiol hemihydrate 2.04 milligram
estradiol 10 mikrogram	estradiol hemihydrate 10.3 mikrogram
estradiol 2 milligram	estradiol hemihydrate 2.06 - 2.07 milligram
estradiol 25 mikrogram	estradiol hemihydrate 25.8 - 25.83 mikrogram
estradiol 3 milligram	estradiol hemihydrate 3.099 milligram
estradiol 3.1 milligram	estradiol hemihydrate 3.2 milligram
estradiol 3.8 milligram	estradiol hemihydrate 3.9 milligram
estradiol 4.33 milligram	estradiol hemihydrate 4.47 milligram
estradiol 4.65 milligram	estradiol hemihydrate 4.8 milligram
estradiol 6.2 milligram	estradiol hemihydrate 6.4 milligram
estradiol 7.6 milligram	estradiol hemihydrate 7.8 milligram
estramustine phosphate 140 milligram	estramustine phosphate sodium 156.7 milligram
ethambutol 202.67 milligram	ethambutol hydrochloride 275 milligram
ethambutol 294.79 - 297.79 milligram	ethambutol hydrochloride 400 milligram
ethinylestradiol 20 mikrogram	ethinylestradiol betadex clathrate (1:2) 173.17 mikrogram
ethylmorphine 0.67 milligram	ethylmorphine hydrochloride (dihydrate) 0.82 milligram
ethylmorphine 2.03 milligram	ethylmorphine hydrochloride (dihydrate) 2.5 milligram
ethylmorphine 2.2 milligram	ethylmorphine hydrochloride (dihydrate) 2.8 milligram
ethylmorphine hydrochloride anhydrous 2.5 milligram	ethylmorphine hydrochloride (dihydrate) 2.8 milligram
etilefrine 4.16 milligram	etilefrine hydrochloride 5 milligram
etoposide 100 milligram	etoposide phosphate 113.6 milligram
etrasimod 2 milligram	etrasimod arginine 2.762 milligram
euphrasia officinalis (eyebright) fresh whole plant 0.6 milligram	euphrasia officinalis (eyebright) fresh whole plant; liquid extract (1:2.5); ethanol 43 % 1.19 milligram
febuxostat (anhydrous) 120 milligram	febuxostat hemihydrate 123.42 milligram
febuxostat (anhydrous) 80 milligram	febuxostat hemihydrate 82.28 milligram
fedratinib 100 milligram	fedratinib dihydrochloride monohydrate 117.3 milligram
felypressin 0.03 internationella enheter	felypressin 0.54 mikrogram
