cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
699553	40613	FOLIFERRON 100 MG / 0,150 MG COMPRIMIDOS RECUBIERTOS	Hierro fumarato/Ácido fólico 32,8 mg/0,15 mg comprimido	32,8 mg/0,15 mg	Blister	30	comprimido	FUMARATO HIERRO 32,8 mg|FOLICO ACIDO 0,15 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	B03AD02 - Fumarato ferroso y acido folico	TEOFARMA S.R.L.	0	0	0	0
