ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/398/001	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	10 ml	1 vial	OptiMARK
EU/1/07/398/002	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	10 ml	10 vials	OptiMARK
EU/1/07/398/003	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	15 ml	1 vial	OptiMARK
EU/1/07/398/004	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	15 ml	10 vials	OptiMARK
EU/1/07/398/005	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	20 ml	1 vial	OptiMARK
EU/1/07/398/006	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Vial (glass)	20 ml	10 vials	OptiMARK
EU/1/07/398/007	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	10 ml	1 pre-filled syringe	OptiMARK
EU/1/07/398/008	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	10 ml	10 pre-filled syringes	OptiMARK
EU/1/07/398/009	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	15 ml	1 pre-filled syringe	OptiMARK
EU/1/07/398/010	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	15 ml	10 pre-filled syringes	OptiMARK
EU/1/07/398/011	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	20 ml	1 pre-filled syringe	OptiMARK
EU/1/07/398/012	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	20 ml	10 pre-filled syringes	OptiMARK
EU/1/07/398/013	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	30 ml	1 pre-filled syringe	OptiMARK
EU/1/07/398/014	EMEA/H/C/000745	500 micromol/ml	Solution for Injection	Intravenous use	Pre-filled syringe	30 ml	10 pre-filled syringes	OptiMARK
