ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/24/1817/001	EMEA/H/C/005958	75 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (150 mg/ml)	1 pre-filled syringe	Omlyclo
EU/1/24/1817/002	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (150 mg/ml)	1 pre-filled syringe	Omlyclo
EU/1/24/1817/003	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (150 mg/ml)	6 (6 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/004	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (150 mg/ml)	10 (10 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/005	EMEA/H/C/005958	75 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (150 mg/ml)	1 pre-filled pen	Omlyclo
EU/1/24/1817/006	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (150 mg/ml)	1 pre-filled pen	Omlyclo
EU/1/24/1817/007	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (150 mg/ml)	6 (6 x 1) pre-filled pens (multipack)	Omlyclo
EU/1/24/1817/008	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (150 mg/ml)	10 (10 x 1) pre-filled pens (multipack)	Omlyclo
EU/1/24/1817/009	EMEA/H/C/005958	75 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (150 mg/ml)	3 (3 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/010	EMEA/H/C/005958	75 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (150 mg/ml)	3 (3 x 1) pre-filled pens (multipack)	Omlyclo
EU/1/24/1817/011	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (150 mg/ml)	3 (3 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/012	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (150 mg/ml)	2 (2 x 1) pre-filled pens (multipack)	Omlyclo
EU/1/24/1817/013	EMEA/H/C/005958	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (150 mg/ml)	3 (3 x 1) pre-filled pens (multipack)	Omlyclo
EU/1/24/1817/014	EMEA/H/C/005958	300 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	2 ml (150 mg/ml)	1 pre-filled syringe	Omlyclo
EU/1/24/1817/015	EMEA/H/C/005958	300 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	2 ml (150 mg/ml)	2 (2 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/016	EMEA/H/C/005958	300 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	2 ml (150 mg/ml)	3 (3 x 1) pre-filled syringes (multipack)	Omlyclo
EU/1/24/1817/017	EMEA/H/C/005958	300 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	2 ml (150 mg/ml)	6 (6 x 1) pre-filled syringes (multipack)	Omlyclo
