ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/520/001	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (alu/alu)		7 tablets	Exalief
EU/1/09/520/002	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (alu/alu)		14 tablets	Exalief
EU/1/09/520/003	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Exalief
EU/1/09/520/004	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (PVC/alu)		7 tablets	Exalief
EU/1/09/520/005	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (PVC/alu)		14 tablets	Exalief
EU/1/09/520/006	EMEA/H/C/000987	400 mg	Tablet	Oral use	blister (PVC/alu)		28 tablets	Exalief
EU/1/09/520/007	EMEA/H/C/000987	600 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Exalief
EU/1/09/520/008	EMEA/H/C/000987	600 mg	Tablet	Oral use	blister (alu/alu)		60 tablets	Exalief
EU/1/09/520/009	EMEA/H/C/000987	600 mg	Tablet	Oral use	blister (PVC/alu)		30 tablets	Exalief
EU/1/09/520/010	EMEA/H/C/000987	600 mg	Tablet	Oral use	blister (PVC/alu)		60 tablets	Exalief
EU/1/09/520/011	EMEA/H/C/000987	600 mg	Tablet	Oral use	bottle (HDPE)		90 tablets	Exalief
EU/1/09/520/012	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (alu/alu)		20 tablets	Exalief
EU/1/09/520/013	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Exalief
EU/1/09/520/014	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (alu/alu)		60 tablets	Exalief
EU/1/09/520/015	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (alu/alu)		90 tablets	Exalief
EU/1/09/520/016	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (PVC/alu)		20 tablets	Exalief
EU/1/09/520/017	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (PVC/alu)		30 tablets	Exalief
EU/1/09/520/018	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (PVC/alu)		60 tablets	Exalief
EU/1/09/520/019	EMEA/H/C/000987	800 mg	Tablet	Oral use	blister (PVC/alu)		90 tablets	Exalief
EU/1/09/520/020	EMEA/H/C/000987	800 mg	Tablet	Oral use	bottle (HDPE)		90 tablets	Exalief
