ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/12/765/001	19022947	irbesartan 75 MG Oral Tablet	200094	EXACT			2025-12-04
EU/1/12/765/002	19022947	irbesartan 75 MG Oral Tablet	200094	EXACT			2025-12-04
EU/1/12/765/003	19022948	irbesartan 150 MG Oral Tablet	200095	EXACT			2025-12-04
EU/1/12/765/004	19022948	irbesartan 150 MG Oral Tablet	200095	EXACT			2025-12-04
EU/1/12/765/005	19022949	irbesartan 300 MG Oral Tablet	200096	EXACT			2025-12-04
EU/1/12/765/006	19022949	irbesartan 300 MG Oral Tablet	200096	EXACT			2025-12-04
EU/1/12/765/007	19022947	irbesartan 75 MG Oral Tablet	200094	EXACT			2025-12-04
EU/1/12/765/008	19022948	irbesartan 150 MG Oral Tablet	200095	EXACT			2025-12-04
EU/1/12/765/009	19022949	irbesartan 300 MG Oral Tablet	200096	EXACT			2025-12-04
EU/1/12/765/010	19022947	irbesartan 75 MG Oral Tablet	200094	EXACT			2025-12-04
EU/1/12/765/011	19022948	irbesartan 150 MG Oral Tablet	200095	EXACT			2025-12-04
EU/1/12/765/012	19022949	irbesartan 300 MG Oral Tablet	200096	EXACT			2025-12-04
