cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
725704	1191355002	LORVIQUA 100 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA	Lorlatinib 100 mg comprimido	100 mg	Blister	30	comprimido	LORLATINIB 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L01ED05 - Lorlatinib	PFIZER EUROPE MA EEIG	0	0	0
727072	1191355001	LORVIQUA 25 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA	Lorlatinib 25 mg comprimido	25 mg	Blister	90	comprimido	LORLATINIB 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L01ED05 - Lorlatinib	PFIZER EUROPE MA EEIG	0	0	0
