codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
038996017	038996	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
047497019	047497	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
047523016	047523	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
047907011	047907	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048209011	048209	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524019	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524021	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524033	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524045	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524058	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524060	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524072	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524084	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524096	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524108	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524110	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524122	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524134	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524146	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524159	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524161	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524173	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048524185	048524	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048609010	048609	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048609022	048609	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
048612016	048612	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
049620014	049620	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
049620026	049620	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
049620038	049620	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
049620040	049620	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
049936014	049936	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
050447010	050447	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
050447022	050447	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
050447034	050447	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
050447046	050447	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
051042012	051042	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
052427010	052427	19114691	azacitidine 100 MG Injection [Vidaza]	545206	EXACT	auto-linked from EMA 000978		2026-06-12
