codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
039415017	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415029	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415031	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415043	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415056	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415068	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415070	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415082	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415094	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415106	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415118	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415120	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415132	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039415144	039415	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643010	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643022	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643034	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643046	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643059	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643061	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643073	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643085	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643097	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643109	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643111	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643123	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643135	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643147	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643150	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643162	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643174	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039643186	039643	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678014	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678026	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678040	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678053	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678065	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678077	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678089	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678091	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678103	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678115	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678127	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678139	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678141	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
039678154	039678	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
040215016	040215	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
040215028	040215	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
044418010	044418	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	auto-linked from EMA 001059		2026-06-12
