ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/09/593/001	EMEA/H/C/001114	150 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	10 capsules + 1 inhaler		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/002	EMEA/H/C/001114	150 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	30 capsules + 1 inhaler		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/003	EMEA/H/C/001114	150 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	2 x (30 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/004	EMEA/H/C/001114	150 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	3 x (30 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/005	EMEA/H/C/001114	150 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	30 x (10 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/006	EMEA/H/C/001114	300 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	10 capsules + 1 inhaler		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/007	EMEA/H/C/001114	300 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	30 capsules + 1 inhaler		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/008	EMEA/H/C/001114	300 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	2 x (30 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/009	EMEA/H/C/001114	300 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	3 x (30 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
EU/1/09/593/010	EMEA/H/C/001114	300 μg	Inhalation powder, hard capsule	Inhalation use	blister (PA/alu/PVC)	30 x (10 capsules + 1 inhaler)		onbrez-breezhaler	Onbrez Breezhaler	EU/1/09/593	indacaterol maleate	indacaterol	R03AC18	Novartis Europharm Limited 	https://www.ema.europa.eu/en/medicines/human/EPAR/onbrez-breezhaler	Authorised
