ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/513/001	EMEA/H/C/001044	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	Rivastigmine Teva
EU/1/09/513/002	EMEA/H/C/001044	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Rivastigmine Teva
EU/1/09/513/003	EMEA/H/C/001044	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Rivastigmine Teva
EU/1/09/513/004	EMEA/H/C/001044	1.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		50 x 1 capsule (unit dose)	Rivastigmine Teva
EU/1/09/513/005	EMEA/H/C/001044	1.5 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	Rivastigmine Teva
EU/1/09/513/006	EMEA/H/C/001044	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	Rivastigmine Teva
EU/1/09/513/007	EMEA/H/C/001044	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Rivastigmine Teva
EU/1/09/513/008	EMEA/H/C/001044	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Rivastigmine Teva
EU/1/09/513/009	EMEA/H/C/001044	3 mg	Capsule, hard	Oral use	blister (PVC/alu)		50 x 1 capsule (unit dose)	Rivastigmine Teva
EU/1/09/513/010	EMEA/H/C/001044	3 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	Rivastigmine Teva
EU/1/09/513/011	EMEA/H/C/001044	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	Rivastigmine Teva
EU/1/09/513/012	EMEA/H/C/001044	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Rivastigmine Teva
EU/1/09/513/013	EMEA/H/C/001044	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Rivastigmine Teva
EU/1/09/513/014	EMEA/H/C/001044	4.5 mg	Capsule, hard	Oral use	blister (PVC/alu)		50 x 1 capsule (unit dose)	Rivastigmine Teva
EU/1/09/513/015	EMEA/H/C/001044	4.5 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	Rivastigmine Teva
EU/1/09/513/016	EMEA/H/C/001044	6 mg	Capsule, hard	Oral use	blister (PVC/alu)		28 capsules	Rivastigmine Teva
EU/1/09/513/017	EMEA/H/C/001044	6 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Rivastigmine Teva
EU/1/09/513/018	EMEA/H/C/001044	6 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Rivastigmine Teva
EU/1/09/513/019	EMEA/H/C/001044	6 mg	Capsule, hard	Oral use	blister (PVC/alu)		50 x 1 capsule (unit dose)	Rivastigmine Teva
EU/1/09/513/020	EMEA/H/C/001044	6 mg	Capsule, hard	Oral use	bottle (HDPE)		250 capsules	Rivastigmine Teva
