ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/97/051/001	40165161	pramipexole dihydrochloride 0.125 MG Oral Tablet	859033	EXACT			2025-12-04
EU/1/97/051/002	40165161	pramipexole dihydrochloride 0.125 MG Oral Tablet	859033	EXACT			2025-12-04
EU/1/97/051/003	40165165	pramipexole dihydrochloride 0.25 MG Oral Tablet	859040	EXACT			2025-12-04
EU/1/97/051/004	40165165	pramipexole dihydrochloride 0.25 MG Oral Tablet	859040	EXACT			2025-12-04
EU/1/97/051/005	40165177	pramipexole dihydrochloride 1 MG Oral Tablet	859052	EXACT			2025-12-04
EU/1/97/051/006	40165177	pramipexole dihydrochloride 1 MG Oral Tablet	859052	EXACT			2025-12-04
EU/1/97/051/011	40165169	pramipexole dihydrochloride 0.5 MG Oral Tablet	859044	EXACT			2025-12-04
EU/1/97/051/012	40165169	pramipexole dihydrochloride 0.5 MG Oral Tablet	859044	EXACT			2025-12-04
EU/1/97/051/013	40171483	24 HR pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet	901541	EXACT			2025-12-04
EU/1/97/051/014	40171483	24 HR pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet	901541	EXACT			2025-12-04
EU/1/97/051/015	40171483	24 HR pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet	901541	EXACT			2025-12-04
EU/1/97/051/016	40171485	24 HR pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet	901546	EXACT			2025-12-04
EU/1/97/051/017	40171485	24 HR pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet	901546	EXACT			2025-12-04
EU/1/97/051/018	40171485	24 HR pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet	901546	EXACT			2025-12-04
EU/1/97/051/019	40171487	24 HR pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet	901550	EXACT			2025-12-04
EU/1/97/051/020	40171487	24 HR pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet	901550	EXACT			2025-12-04
EU/1/97/051/021	40171487	24 HR pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet	901550	EXACT			2025-12-04
EU/1/97/051/022	40171489	24 HR pramipexole dihydrochloride 3 MG Extended Release Oral Tablet	901555	EXACT			2025-12-04
EU/1/97/051/023	40171489	24 HR pramipexole dihydrochloride 3 MG Extended Release Oral Tablet	901555	EXACT			2025-12-04
EU/1/97/051/024	40171489	24 HR pramipexole dihydrochloride 3 MG Extended Release Oral Tablet	901555	EXACT			2025-12-04
EU/1/97/051/025	40171491	24 HR pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet	901534	EXACT			2025-12-04
EU/1/97/051/026	40171491	24 HR pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet	901534	EXACT			2025-12-04
EU/1/97/051/027	40171491	24 HR pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet	901534	EXACT			2025-12-04
EU/1/97/051/028	40240368	24 HR pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet	1114479	EXACT			2025-12-04
EU/1/97/051/029	40240368	24 HR pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet	1114479	EXACT			2025-12-04
EU/1/97/051/030	40240368	24 HR pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet	1114479	EXACT			2025-12-04
EU/1/97/051/031	40240370	24 HR pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet	1114485	EXACT			2025-12-04
EU/1/97/051/032	40240370	24 HR pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet	1114485	EXACT			2025-12-04
EU/1/97/051/033	40240370	24 HR pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet	1114485	EXACT			2025-12-04
