ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/12/802/001	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Capecitabine medac
EU/1/12/802/002	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Capecitabine medac
EU/1/12/802/003	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 tablets	Capecitabine medac
EU/1/12/802/004	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 tablets	Capecitabine medac
EU/1/12/802/005	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		84 tablets	Capecitabine medac
EU/1/12/802/006	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		112 tablets	Capecitabine medac
EU/1/12/802/007	EMEA/H/C/002568	150 mg	Film-coated tablet	Oral use	blister (alu/alu)		120 tablets	Capecitabine medac
EU/1/12/802/029	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Capecitabine medac
EU/1/12/802/030	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Capecitabine medac
EU/1/12/802/031	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 tablets	Capecitabine medac
EU/1/12/802/032	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 tablets	Capecitabine medac
EU/1/12/802/033	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		84 tablets	Capecitabine medac
EU/1/12/802/034	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		112 tablets	Capecitabine medac
EU/1/12/802/035	EMEA/H/C/002568	500 mg	Film-coated tablet	Oral use	blister (alu/alu)		120 tablets	Capecitabine medac
