ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/12/777/001	EMEA/H/C/002406	1 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	28 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/002	EMEA/H/C/002406	1 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	56 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/003	EMEA/H/C/002406	1 mg	Film-coated tablet	Oral use	bottle (HDPE)	180 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/004	EMEA/H/C/002406	5 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	28 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/005	EMEA/H/C/002406	5 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	56 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/006	EMEA/H/C/002406	5 mg	Film-coated tablet	Oral use	bottle (HDPE)	60 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/007	EMEA/H/C/002406	3 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	28 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/008	EMEA/H/C/002406	3 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	56 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/009	EMEA/H/C/002406	3 mg	Film-coated tablet	Oral use	bottle (HDPE)	60 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/010	EMEA/H/C/002406	7 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	28 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/011	EMEA/H/C/002406	7 mg	Film-coated tablet	Oral use	blister (Aluminium/aluminium)	56 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
EU/1/12/777/012	EMEA/H/C/002406	7 mg	Film-coated tablet	Oral use	bottle (HDPE)	60 tablets		inlyta	Inlyta	EU/1/12/777	axitinib	axitinib	L01EK01	Pfizer Europe MA EEIG 	https://www.ema.europa.eu/en/medicines/human/EPAR/inlyta	Authorised
