ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/12/777/001	42708083	axitinib 1 MG Oral Tablet [Inlyta]	1243010	EXACT			2025-12-04
EU/1/12/777/002	42708083	axitinib 1 MG Oral Tablet [Inlyta]	1243010	EXACT			2025-12-04
EU/1/12/777/003	42708083	axitinib 1 MG Oral Tablet [Inlyta]	1243010	EXACT			2025-12-04
EU/1/12/777/004	42708085	axitinib 5 MG Oral Tablet [Inlyta]	1243014	EXACT			2025-12-04
EU/1/12/777/005	42708085	axitinib 5 MG Oral Tablet [Inlyta]	1243014	EXACT			2025-12-04
EU/1/12/777/006	42708085	axitinib 5 MG Oral Tablet [Inlyta]	1243014	EXACT			2025-12-04
EU/1/12/777/007	21154329	axitinib 3 MG Oral Tablet	OMOP263037	EXACT			2025-12-04
EU/1/12/777/008	21154329	axitinib 3 MG Oral Tablet	OMOP263037	EXACT			2025-12-04
EU/1/12/777/009	21154329	axitinib 3 MG Oral Tablet	OMOP263037	EXACT			2025-12-04
EU/1/12/777/010	21134507	axitinib 7 MG Oral Tablet	OMOP263023	EXACT			2025-12-04
EU/1/12/777/011	21134507	axitinib 7 MG Oral Tablet	OMOP263023	EXACT			2025-12-04
EU/1/12/777/012	21134507	axitinib 7 MG Oral Tablet	OMOP263023	EXACT			2025-12-04
