ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/843/001	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		10 tablets	Vipdomet
EU/1/13/843/002	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		14 tablets	Vipdomet
EU/1/13/843/003	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		20 tablets	Vipdomet
EU/1/13/843/004	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		28 tablets	Vipdomet
EU/1/13/843/005	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		56 tablets	Vipdomet
EU/1/13/843/006	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		60 tablets	Vipdomet
EU/1/13/843/007	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		98 tablets	Vipdomet
EU/1/13/843/008	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		112 tablets	Vipdomet
EU/1/13/843/009	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		120 tablets	Vipdomet
EU/1/13/843/010	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		180 tablets	Vipdomet
EU/1/13/843/011	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		196 tablets	Vipdomet
EU/1/13/843/012	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		200 tablets	Vipdomet
EU/1/13/843/013	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		10 tablets	Vipdomet
EU/1/13/843/014	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		14 tablets	Vipdomet
EU/1/13/843/015	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		20 tablets	Vipdomet
EU/1/13/843/016	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		28 tablets	Vipdomet
EU/1/13/843/017	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		56 tablets	Vipdomet
EU/1/13/843/018	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		60 tablets	Vipdomet
EU/1/13/843/019	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		98 tablets	Vipdomet
EU/1/13/843/020	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		112 tablets	Vipdomet
EU/1/13/843/021	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		120 tablets	Vipdomet
EU/1/13/843/022	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		180 tablets	Vipdomet
EU/1/13/843/023	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		196 tablets	Vipdomet
EU/1/13/843/024	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		200 tablets	Vipdomet
EU/1/13/843/025	EMEA/H/C/002654	12.5 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		196 (2x98) tablets (multipack)	Vipdomet
EU/1/13/843/026	EMEA/H/C/002654	12.5 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/ PVC/alu)		196 (2x98) tablets (multipack)	Vipdomet
