product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
00-1222-01	Budenofalk 3 mg gastro-resistant capsules, hard	00-1222	30-JUN-11	00-1222	3 mg	Gastro-resistant capsule, hard	3 mg	Carton box, PVC/PVDC/Al blister, N50	50
00-1222-02	Budenofalk 3 mg gastro-resistant capsules, hard	00-1222	30-JUN-11	00-1222	3 mg	Gastro-resistant capsule, hard	3 mg	Carton box, PVC/PVDC/Al blister, N20	20
00-1222-03	Budenofalk 3 mg gastro-resistant capsules, hard	00-1222	30-JUN-11	00-1222	3 mg	Gastro-resistant capsule, hard	3 mg	Carton box, PVC/PVDC/Al blister, N100	100
10-0283-01	Budenofalk 2 mg/dose rectal foam	10-0283	07-MAY-15	10-0283	2 mg/dose	Rectal foam	2 mg/dose	Carton box, Aluminium, N14	14
23-0174-01	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/LDPE strip, N12	12
23-0174-02	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/LDPE strip, N30	30
23-0174-03	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/LDPE strip, N60	60
23-0174-04	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/PVDC/LDPE strip, N12	12
23-0174-05	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/PVDC/LDPE strip, N30	30
23-0174-06	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/PVDC/LDPE strip, N60	60
23-0174-07	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/LDPE strip, N55	55
23-0174-08	Budenofalk 4 mg suppositories	23-0174	20-OCT-23	DE/H/7172/001	4 mg	Suppository	4 mg	Carton box, PVC/PVDC/LDPE strip, N55	55
