cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
723294	55960	HYDRAPRES 50 mg COMPRIMIDOS	Hidralazina 50 mg comprimido	50 mg	Blister	30	comprimido	HIDRALAZINA HIDROCLORURO 50 mg	VÍA ORAL	COMPRIMIDO	C02DB02 - Hidralazina	LABORATORIOS RUBIO S.A.	0	0	0	0
723295	55961	HYDRAPRES 25 mg COMPRIMIDOS	Hidralazina 25 mg comprimido	25 mg	Blister	30	comprimido	HIDRALAZINA HIDROCLORURO 25 mg	VÍA ORAL	COMPRIMIDO	C02DB02 - Hidralazina	LABORATORIOS RUBIO S.A.	0	0	0	0
959478	56236	HYDRAPRES 20 mg POLVO PARA SOLUCIÓN INYECTABLE	Hidralazina 20 mg inyectable	20 mg	Ampolla	5	ampolla para inyección	HIDRALAZINA HIDROCLORURO 20 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	POLVO PARA SOLUCIÓN INYECTABLE	C02DB02 - Hidralazina	LABORATORIOS RUBIO S.A.	0	0	0	0
