ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/06/356/011	EMEA/H/C/000670	90 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		30 tablets	EXJADE
EU/1/06/356/012	EMEA/H/C/000670	90 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		90 tablets	EXJADE
EU/1/06/356/013	EMEA/H/C/000670	90 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		300 (10x30) tablets (multipack)	EXJADE
EU/1/06/356/014	EMEA/H/C/000670	180 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		30 tablets	EXJADE
EU/1/06/356/015	EMEA/H/C/000670	180 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		90 tablets	EXJADE
EU/1/06/356/016	EMEA/H/C/000670	180 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		300 (10x30) tablets (multipack)	EXJADE
EU/1/06/356/017	EMEA/H/C/000670	360 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		30 tablets	EXJADE
EU/1/06/356/018	EMEA/H/C/000670	360 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		90 tablets	EXJADE
EU/1/06/356/019	EMEA/H/C/000670	360 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		300 (10x30) tablets (multipack)	EXJADE
EU/1/06/356/020	EMEA/H/C/000670	90 mg	Granules	Oral use	sachet (PET/alu/PE)		30 sachets	EXJADE
EU/1/06/356/021	EMEA/H/C/000670	180 mg	Granules	Oral use	sachet (PET/alu/PE)		30 sachets	EXJADE
EU/1/06/356/022	EMEA/H/C/000670	360 mg	Granules	Oral use	sachet (PET/alu/PE)		30 sachets	EXJADE
