product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/11/691/001	Eliquis	EU/1/11/691/001	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al blister, N10	10
EU/1/11/691/002	Eliquis	EU/1/11/691/002	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al blister, N20	20
EU/1/11/691/003	Eliquis	EU/1/11/691/003	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al blister, N60	60
EU/1/11/691/004	Eliquis	EU/1/11/691/004	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al unit-dose blister, N60	60
EU/1/11/691/005	Eliquis	EU/1/11/691/005	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al unit-dose blister, N100	100
EU/1/11/691/006	Eliquis	EU/1/11/691/006	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N14	14
EU/1/11/691/007	Eliquis	EU/1/11/691/007	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N20	20
EU/1/11/691/008	Eliquis	EU/1/11/691/008	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N56	56
EU/1/11/691/009	Eliquis	EU/1/11/691/009	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N60	60
EU/1/11/691/010	Eliquis	EU/1/11/691/010	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N100	100
EU/1/11/691/011	Eliquis	EU/1/11/691/011	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N168	168
EU/1/11/691/012	Eliquis	EU/1/11/691/012	19-NOV-12	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N200	200
EU/1/11/691/013	Eliquis	EU/1/11/691/013	19-NOV-12	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al blister, N168	168
EU/1/11/691/014	Eliquis	EU/1/11/691/014	18-MAY-11	EMEA/H/C/002148	5 mg	Film-coated tablet	5 mg	PVC/PVDC/Al blister, N28	28
EU/1/11/691/015	Eliquis	EU/1/11/691/015	18-MAY-11	EMEA/H/C/002148	2.5 mg	Film-coated tablet	2,5 mg	PVC/PVDC/Al blister, N200	200
EU/1/11/691/016	Eliquis	EU/1/11/691/016	18-MAY-11	EMEA/H/C/002148	0.15 mg	Granules in capsules for opening	0,15 mg	HDPE bottle, N28	28
EU/1/11/691/017	Eliquis	EU/1/11/691/017	18-MAY-11	EMEA/H/C/002148	0.5 mg	Coated granules	0,5 mg	PET/Al/PE sachet, N28	28
EU/1/11/691/018	Eliquis	EU/1/11/691/018	18-MAY-11	EMEA/H/C/002148	1.5 mg	Coated granules	1,5 mg	PET/Al/PE sachet, N28	28
EU/1/11/691/019	Eliquis	EU/1/11/691/019	18-MAY-11	EMEA/H/C/002148	2 mg	Coated granules	2 mg	PET/Al/PE sachet, N28	28
