cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
663228	56701	EFENSOL 3 g POLVO PARA SUSPENSION ORAL	Colestiramina 3 g solución/suspensión oral sobre	3 g	Sobre	40	sobre	COLESTIRAMINA RESINA MICROPOROSA FILICOL 3 g	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	C10AC01 - Colestiramina	LAZLO INTERNATIONAL S.A.	0	0	0
824284	49340	RESINCOLESTIRAMINA 4 g POLVO PARA SUSPENSION ORAL	Colestiramina 4 g solución/suspensión oral sobre	4 g	Sobre	50	sobre	COLESTIRAMINA 4 g	VÍA ORAL	POLVO PARA SUSPENSIÓN ORAL	C10AC01 - Colestiramina	LABORATORIOS RUBIO S.A.	0	0	0
