ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/23/1719/001	EMEA/H/C/005961	7.5 mg	Tablet	Oral use	blister (PVC/alu)	7 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/002	EMEA/H/C/005961	7.5 mg	Tablet	Oral use	blister (PVC/alu)	10 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/003	EMEA/H/C/005961	7.5 mg	Tablet	Oral use	blister (PVC/alu)	28 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/004	EMEA/H/C/005961	7.5 mg	Tablet	Oral use	blister (PVC/alu)	30 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/005	EMEA/H/C/005961	15 mg	Tablet	Oral use	blister (PVC/alu)	7 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/006	EMEA/H/C/005961	15 mg	Tablet	Oral use	blister (PVC/alu)	10 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/007	EMEA/H/C/005961	15 mg	Tablet	Oral use	blister (PVC/alu)	28 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/008	EMEA/H/C/005961	15 mg	Tablet	Oral use	blister (PVC/alu)	30 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/009	EMEA/H/C/005961	30 mg	Tablet	Oral use	blister (PVC/alu)	7 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/010	EMEA/H/C/005961	30 mg	Tablet	Oral use	blister (PVC/alu)	10 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/011	EMEA/H/C/005961	30 mg	Tablet	Oral use	blister (PVC/alu)	28 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
EU/1/23/1719/012	EMEA/H/C/005961	30 mg	Tablet	Oral use	blister (PVC/alu)	30 × 1 tablets (unit dose)		tolvaptan-accord	Tolvaptan Accord	EU/1/23/1719	tolvaptan	tolvaptan	C03XA01	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/tolvaptan-accord	Authorised
