cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
600349	67153	GABAPENTINA NORMON 400 mg CAPSULAS DURAS EFG	Gabapentina 400 mg cápsula	400 mg	Blister	500	cápsula	GABAPENTINA 400 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
600350	67154	GABAPENTINA NORMON 300 mg CAPSULAS DURAS EFG	Gabapentina 300 mg cápsula	300 mg	Blister	500	cápsula	GABAPENTINA 300 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
603376	70643	GABAPENTINA NORMON 800 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Gabapentina 800 mg comprimido	800 mg	Blister	500	comprimido	GABAPENTINA 800 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
603377	70641	GABAPENTINA NORMON 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Gabapentina 600 mg comprimido	600 mg	Blister	500	comprimido	GABAPENTINA 600 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
603753	66183	GABAPENTINA KERN PHARMA 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Gabapentina 600 mg comprimido	600 mg	Blister	500	comprimido	GABAPENTINA 600 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	KERN PHARMA S.L.	0	1	0	0
617175	66184	GABAPENTINA KERN PHARMA  800 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Gabapentina 800 mg comprimido	800 mg	Blister	500	comprimido	GABAPENTINA 800 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	KERN PHARMA S.L.	0	1	0	0
620617	64891	GABAPENTINA KERN PHARMA 400 mg CAPSULAS DURAS EFG	Gabapentina 400 mg cápsula	400 mg	Blister	500	cápsula	GABAPENTINA 400 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	KERN PHARMA S.L.	0	1	0	0
620625	64892	GABAPENTINA KERN PHARMA 300 mg CAPSULAS DURAS EFG	Gabapentina 300 mg cápsula	300 mg	Blister	500	cápsula	GABAPENTINA 300 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	KERN PHARMA S.L.	0	1	0	0
624684	63150	NEURONTIN 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Gabapentina 600 mg comprimido	600 mg	Blister	500	comprimido	GABAPENTINA 600 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	VIATRIS HEALTHCARE LIMITED	0	0	0	0
625483	60621	NEURONTIN 300 mg CAPSULAS DURAS	Gabapentina 300 mg cápsula	300 mg	Blister	500	cápsula	GABAPENTINA 300 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	VIATRIS HEALTHCARE LIMITED	0	0	0	0
628750	63149	NEURONTIN 800 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Gabapentina 800 mg comprimido	800 mg	Blister	500	comprimido	GABAPENTINA 800 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02BF01 - Gabapentina	VIATRIS HEALTHCARE LIMITED	0	0	0	0
632802	60622	NEURONTIN 400 mg CAPSULAS DURAS	Gabapentina 400 mg cápsula	400 mg	Blister	500	cápsula	GABAPENTINA 400 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	VIATRIS HEALTHCARE LIMITED	0	0	0	0
652457	67153	GABAPENTINA NORMON 400 mg CAPSULAS DURAS EFG	Gabapentina 400 mg cápsula	400 mg	Blister	90	cápsula	GABAPENTINA 400 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
652458	67154	GABAPENTINA NORMON 300 mg CAPSULAS DURAS EFG	Gabapentina 300 mg cápsula	300 mg	Blister	90	cápsula	GABAPENTINA 300 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	LABORATORIOS NORMON S.A.	0	1	0	0
653302	64938	GABAPENTINA RATIOPHARM 300 mg CAPSULAS DURAS EFG	Gabapentina 300 mg cápsula	300 mg	Blister	90	cápsula	GABAPENTINA 300 mg	VÍA ORAL	CÁPSULA DURA	N02BF01 - Gabapentina	TEVA PHARMA S.L.U.	0	1	0	0
