cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
664209	71602	HIDROCLOROTIAZIDA KERN PHARMA 50 mg COMPRIMIDOS EFG	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	KERN PHARMA S.L.	0	1	0	0
673778	73676	HIDROCLOROTIAZIDA STADA 50 mg COMPRIMIDOS EFG	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	LABORATORIO STADA S.L.	0	1	0	0
683670	74658	HIDROSALURETIL 50 mg COMPRIMIDOS EFG	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	CHIESI ESPAÑA S.A.U.	0	1	0	0
698137	77542	HIDROCLOROTIAZIDA KERN PHARMA 25 MG COMPRIMIDOS	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	KERN PHARMA S.L.	0	0	0	0
704902	79425	HIDROCLOROTIAZIDA APOTEX 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	APOTEX EUROPE B.V.	0	1	0	0
704903	79426	HIDROCLOROTIAZIDA APOTEX 50 MG COMPRIMIDOS	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	APOTEX EUROPE B.V.	0	0	0	0
716146	82044	DRINE 25 MG COMPRIMIDOS	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	CHIESI ESPAÑA S.A.U.	0	0	0	0
719540	82547	HIDROSALURETIL 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	CHIESI ESPAÑA S.A.U.	0	1	0	0
721071	82966	HIDROCLOROTIAZIDA VIR 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	1	0	0
726070	84232	HIDROCLOROTIAZIDA AUROVITAS 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	AUROVITAS SPAIN, S.A.U.	0	1	0	0
726071	84233	HIDROCLOROTIAZIDA AUROVITAS 50 MG COMPRIMIDOS	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	AUROVITAS SPAIN, S.A.U.	0	0	0	0
726392	84362	HIDROCLOROTIAZIDA ARISTO 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	ARISTO PHARMA IBERIA S.L.	0	1	0	0
732584	86487	HIDROCLOROTIAZIDA SANDOZ 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	SANDOZ FARMACEUTICA S.A.	0	1	0	0
766560	90051	HIDROCLOROTIAZIDA CINFA 12,5 MG COMPRIMIDOS	Hidroclorotiazida 12,5 mg comprimido	12,5 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 12,5 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	LABORATORIOS CINFA S.A.	0	0	0	0
766561	90052	HIDROCLOROTIAZIDA CINFA 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	LABORATORIOS CINFA S.A.	0	1	0	0
766562	90053	HIDROCLOROTIAZIDA CINFA 50 MG COMPRIMIDOS	Hidroclorotiazida 50 mg comprimido	50 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 50 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	LABORATORIOS CINFA S.A.	0	0	0	0
769347	90833	HIDROCLOROTIAZIDA NORMON 25 MG COMPRIMIDOS EFG	Hidroclorotiazida 25 mg comprimido	25 mg	Blister	20	comprimido	HIDROCLOROTIAZIDA 25 mg	VÍA ORAL	COMPRIMIDO	C03AA03 - Hidroclorotiazida	LABORATORIOS NORMON S.A.	0	1	0	0
