product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
19-0159-01	Melatonin Pharma Nord 3 mg film-coated tablets	19-0159	01-OCT-19	NL/H/4030/001	3 mg	Film-coated tablet	3 mg	Carton box, PVC/PVDC/Al blister, N30	30
19-0159-02	Melatonin Pharma Nord 3 mg film-coated tablets	19-0159	01-OCT-19	NL/H/4030/001	3 mg	Film-coated tablet	3 mg	Carton box, PVC/PVDC/Al blister, N10	10
