ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/07/409/001	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/002	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/003	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/004	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/005	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/006	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/007	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/008	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/009	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/010	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/011	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/012	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/013	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/014	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/015	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/016	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/017	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/018	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/019	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/020	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/021	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/022	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/023	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/024	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/025	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/026	40138204	aliskiren Oral Tablet	692500	BROAD			2025-12-04
EU/1/07/409/027	40138204	aliskiren Oral Tablet	692500	BROAD			2025-12-04
EU/1/07/409/028	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/029	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/030	40226387	aliskiren 150 MG Oral Tablet	1011736	EXACT			2025-12-04
EU/1/07/409/031	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/032	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/033	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/034	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/035	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/036	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/037	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/038	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/039	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
EU/1/07/409/040	40226406	aliskiren 300 MG Oral Tablet	1011739	EXACT			2025-12-04
