ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/10/650/001	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/002	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/003	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/004	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/005	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/006	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/007	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/008	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/009	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/010	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/011	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/012	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/013	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/014	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
EU/1/10/650/015	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT			2025-12-04
