cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
763918	1231770001	746398	elranatamab-bcmm 40 MG/ML [Elrexfio]	2644888	EXACT			2025-12-04
763919	1231770001	746398	elranatamab-bcmm 40 MG/ML [Elrexfio]	2644888	EXACT			2025-12-04
