cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
655950	99126013	ENBREL 25 mg SOLUCION INYECTABLE EN JERINGAS PRECARGADAS	Etanercept 25 mg inyectable 1 ml jeringa precargada	25 mg inyectable 1 ml	Jeringa precargada	4	jeringa precargada	ETANERCEPT 25 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
655953	99126017	ENBREL 50 mg SOLUCION INYECTABLE EN JERINGAS PRECARGADAS	Etanercept 50 mg inyectable 1 ml jeringa precargada	50 mg	Jeringa precargada	4	jeringa precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
663133	99126020	ENBREL 50 mg SOLUCION INYECTABLE EN PLUMAS PRECARGADAS	Etanercept 50 mg inyectable 1 ml pluma precargada	50 mg inyectable 1 ml	Pluma precargada	4	pluma precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
684644	99126022	ENBREL 10 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA USO PEDIATRICO	Etanercept 10 mg inyectable	10 mg	Vial	4	vial para inyección	ETANERCEPT 10 mg	VÍA SUBCUTÁNEA	POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
710130	1151074002	Benepali 50mg solucion inyectable en pluma precargada	Etanercept 50 mg inyectable 1 ml pluma precargada	50 mg	Pluma precargada	4	pluma precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	L04AB01 - Etanercept	SAMSUNG BIOEPIS NL B.V.	0	1	0
710131	1151074001	Benepali 50mg solucion inyectable en jeringa precargada	Etanercept 50 mg inyectable 1 ml jeringa precargada	50 mg inyectable 1 ml	Jeringa precargada	4	jeringa precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	SAMSUNG BIOEPIS NL B.V.	0	1	0
716046	1151074005	BENEPALI 25 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Etanercept 25 mg inyectable 0,5 ml jeringa precargada	25 mg inyectable 0,5 ml	Jeringa precargada	4	jeringa precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE	L04AB01 - Etanercept	SAMSUNG BIOEPIS NL B.V.	0	1	0
716776	1171195007	ERELZI 50 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Etanercept 50 mg inyectable 1 ml jeringa precargada	50 mg inyectable 1 ml	Jeringa precargada	4	jeringa precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	SANDOZ GMBH	0	1	0
716777	1171195003	ERELZI 25 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Etanercept 25 mg inyectable 0,5 ml jeringa precargada	25 mg inyectable 0,5 ml	Jeringa precargada	4	jeringa precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE	L04AB01 - Etanercept	SANDOZ GMBH	0	1	0
716816	1171195010	ERELZI 50 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Etanercept 50 mg inyectable 1 ml pluma precargada	50 mg inyectable 1 ml	Pluma precargada	2	pluma precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	SANDOZ GMBH	0	1	0
716817	1171195010	ERELZI 50 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Etanercept 50 mg inyectable 1 ml pluma precargada	50 mg inyectable 1 ml	Pluma precargada	4	pluma precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	L04AB01 - Etanercept	SANDOZ GMBH	0	1	0
717050	199126023	ENBREL 25 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Etanercept 25 mg inyectable 1 ml jeringa precargada	25 mg inyectable 1 ml	Pluma precargada	4	pluma precargada	ETANERCEPT 25 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
765653	1201436005	NEPEXTO 50 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Etanercept 50 mg inyectable 1 ml pluma precargada	50 mg inyectable 1 ml	Pluma precargada	4	pluma precargada	ETANERCEPT 50 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	L04AB01 - Etanercept	BIOSIMILAR COLLABORATIONS IRELAND LIMITED	0	1	0
839282	99126003	ENBREL 25 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE	Etanercept 25 mg inyectable	25 mg	Vial	4	vial para inyección	ETANERCEPT 25 mg	VÍA SUBCUTÁNEA	POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE	L04AB01 - Etanercept	PFIZER EUROPE MA EEIG	0	0	0
