ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/879/001	EMEA/H/C/002280	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		7 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/002	EMEA/H/C/002280	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		14 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/003	EMEA/H/C/002280	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		28 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/004	EMEA/H/C/002280	30 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		7 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/005	EMEA/H/C/002280	30 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		14 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/006	EMEA/H/C/002280	30 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		28 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/007	EMEA/H/C/002280	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		7 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/008	EMEA/H/C/002280	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		14 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/009	EMEA/H/C/002280	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		28 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/010	EMEA/H/C/002280	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		7 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/011	EMEA/H/C/002280	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		14 x 1 tablet (unit dose)	Giotrif
EU/1/13/879/012	EMEA/H/C/002280	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC)		28 x 1 tablet (unit dose)	Giotrif
