product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
05-0279-01	Calcium Sopharma 8.94 mg/ml solution for injection	05-0279	01-AUG-05	05-0279	8.94 mg/ml	Solution for injection	89,4 mg/10 ml	Carton box, Glass ampoule, N50	50
05-0279-02	Calcium Sopharma 8.94 mg/ml solution for injection	05-0279	01-AUG-05	05-0279	8.94 mg/ml	Solution for injection	89,4 mg/10 ml	Carton box, Glass ampoule, N5	5
