cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
700742	113838002	AUBAGIO 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	SANOFI WINTHROP INDUSTRIE	0	0	0
727566	113838002IP	AUBAGIO 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	SANOFI-AVENTIS GROUPE	0	0	0
731871	1130838006	AUBAGIO 7 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Teriflunomida 7 mg comprimido	7 mg	Blister	28	comprimido	TERIFLUNOMIDA 7 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	SANOFI WINTHROP INDUSTRIE	0	0	0
759006	88254	TERIFLUNOMIDA STADA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	LABORATORIO STADA S.L.	0	0	0
759234	1221698003	TERIFLUNOMIDA VIATRIS 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blíster unidosis	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	VIATRIS LIMITED	0	0	0
760971	88466	TERIFLUNOMIDA SANDOZ 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	SANDOZ FARMACEUTICA S.A.	0	0	0
762433	88738	TERIFLUNOMIDA VIVANTA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	VIVANTA GENERICS S.R.O.	0	0	0
762468	88753	TERIFLUNOMIDA KRKA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	KRKA D.D. NOVO MESTO	0	0	0
762761	88843	TERIFLUNOMIDA DR REDDYS 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	REDDY PHARMA IBERIA S.A.	0	0	0
762905	88896	TERIFLUNOMIDA ZENTIVA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Teriflunomida 14 mg comprimido	14 mg	Blister	28	comprimido	TERIFLUNOMIDA 14 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L04AK02 - Teriflunomida	ZENTIVA K.S.	0	0	0
