cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
638981	58496	FRAXIPARINA 0,3 ml SOLUCION INYECTABLE	Nadroparina 2.850 UI inyectable 0,3 ml jeringa precargada	2.850 UI	Jeringa para inyección	50	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA INTRAMUSCULAR|VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
641092	58983	FRAXIPARINA 0,4 ml SOLUCION INYECTABLE	Nadroparina 3.800 UI inyectable 0,4 ml jeringa precargada	3.800 UI	Jeringa para inyección	50	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
641100	58982	FRAXIPARINA 0,6 ml SOLUCION INYECTABLE	Nadroparina 5.700 UI inyectable 0,6 ml jeringa precargada	5.700 UI	Jeringa para inyección	50	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673040	58496	FRAXIPARINA 0,3 ml SOLUCION INYECTABLE	Nadroparina 2.850 UI inyectable 0,3 ml jeringa precargada	2.850 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA INTRAMUSCULAR|VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673041	61783	FRAXIPARINA 0,8 ml SOLUCION INYECTABLE	Nadroparina 7.600 UI inyectable 0,8 ml jeringa precargada	7.600 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673042	63497	FRAXIPARINA FORTE 0,6 ml SOLUCION INYECTABLE	Nadroparina 11.400 UI inyectable 0,6 ml jeringa precargada	11.400 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 19000 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673043	63496	FRAXIPARINA FORTE 0,8 ml SOLUCION INYECTABLE	Nadroparina 15.200 UI inyectable 0,8 ml jeringa precargada	15.200 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 19000 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673044	63498	FRAXIPARINA FORTE 1 ml SOLUCION INYECTABLE	Nadroparina 19.000 UI inyectable 1 ml jeringa precargada	19.000 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 19000 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673045	58982	FRAXIPARINA 0,6 ml SOLUCION INYECTABLE	Nadroparina 5.700 UI inyectable 0,6 ml jeringa precargada	5.700 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
673047	58983	FRAXIPARINA 0,4 ml SOLUCION INYECTABLE	Nadroparina 3.800 UI inyectable 0,4 ml jeringa precargada	3.800 UI	Jeringa para inyección	10	jeringa precargada	NADROPARINA CALCICA 9500 UI	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	B01AB06 - Nadroparina	ASPEN PHARMA TRADING LIMITED	0	0	0
