authorisationnumber	concept_id	concept_name	concept_code	mapping_typ
79.571	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79.572	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79.573	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79.574	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79.594	1177480	ibuprofen	5640	BROAD
79.601	19134838	quetiapine 200 MG Extended Release Oral Tablet	845030	
79.602	19134840	quetiapine 300 MG Extended Release Oral Tablet	845032	
79.603	19134842	quetiapine 400 MG Extended Release Oral Tablet	845034	
79.604	766931	quetiapine 150 MG Extended Release Oral Tablet	828287	
79.606	19133729	quetiapine 50 MG Extended Release Oral Tablet	832652	
79.613	21064116	alginic acid 250 MG / Calcium Carbonate 80 MG / Sodium Bicarbonate 133.3 MG Chewable Tablet	OMOP394893	
79.632	43585548	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML / Mumps Vaccine 35000 PFU/ML / Rubella virus 1400 PFU/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution	OMOP955954	
79.641	40165246	rosuvastatin calcium 10 MG Oral Tablet [Crestor]	859749	EXACT
79.642	40165254	rosuvastatin calcium 20 MG Oral Tablet [Crestor]	859753	EXACT
79.643	40165262	rosuvastatin calcium 5 MG Oral Tablet [Crestor]	859426	EXACT
79.646	19132874	carbidopa 31.25 MG / entacapone 200 MG / levodopa 125 MG Oral Tablet	810083	
79.647	19102489	carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet	403851	
79.648	19102490	carbidopa 37.5 MG / entacapone 200 MG / levodopa 150 MG Oral Tablet	403852	
79.649	19127489	carbidopa 50 MG / entacapone 200 MG / levodopa 200 MG Oral Tablet	730988	
79.650	19102489	carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet	403851	
79.651	19132874	carbidopa 31.25 MG / entacapone 200 MG / levodopa 125 MG Oral Tablet	810083	
79.652	19102490	carbidopa 37.5 MG / entacapone 200 MG / levodopa 150 MG Oral Tablet	403852	
79.654	19127489	carbidopa 50 MG / entacapone 200 MG / levodopa 200 MG Oral Tablet	730988	
79.655	19102488	carbidopa 12.5 MG / entacapone 200 MG / levodopa 50 MG Oral Tablet	403850	
79.656	19132879	carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet	810090	
79.657	19132879	carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet	810090	
79.658	19102488	carbidopa 12.5 MG / entacapone 200 MG / levodopa 50 MG Oral Tablet	403850	
79.677	766931	quetiapine 150 MG Extended Release Oral Tablet	828287	
79.678	19134842	quetiapine 400 MG Extended Release Oral Tablet	845034	
79.679	19134838	quetiapine 200 MG Extended Release Oral Tablet	845030	
79.680	19134840	quetiapine 300 MG Extended Release Oral Tablet	845032	
79.681	19133729	quetiapine 50 MG Extended Release Oral Tablet	832652	
79.696	19029394	aceclofenac 100 MG Oral Tablet	152544	EXACT
79.703	40166926	C1 esterase inhibitor (human) 500 UNT Injection [Berinert]	867381	EXACT
79.726	40223808	fexofenadine hydrochloride 120 MG Oral Tablet [Allegra]	997552	EXACT
79.736	1356213	ipratropium Inhalation Solution	2108449	BROAD
79.743	19112670	pregabalin 150 MG Oral Capsule	483440	
79.744	19112671	pregabalin 75 MG Oral Capsule	483450	
79.745	734392	pregabalin 300 MG Oral Capsule	483444	
79.786	21065513	etoricoxib 30 MG Oral Tablet	OMOP256582	EXACT
79.787	19011356	etoricoxib 60 MG Oral Tablet	388519	
79.817	957136	furosemide 40 MG Oral Tablet	313988	
79.818	40165261	rosuvastatin calcium 5 MG Oral Tablet	859424	EXACT
79.819	40165245	rosuvastatin calcium 10 MG Oral Tablet	859747	EXACT
79.820	40165253	rosuvastatin calcium 20 MG Oral Tablet	859751	EXACT
79.821	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
79.824	40165762	enalapril maleate 10 MG Oral Tablet	858817	BROAD
79.856	19074334	brinzolamide 10 MG/ML Ophthalmic Suspension	308805	
79.876	19121339	candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet	578330	EXACT
79.877	19131973	candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]	805863	EXACT
79.878	19131518	candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet	802749	EXACT
79.897	19096740	olmesartan medoxomil 20 MG Oral Tablet	349401	EXACT
79.898	19096752	olmesartan medoxomil 40 MG Oral Tablet	349405	EXACT
79.899	19102171	olmesartan medoxomil 10 MG Oral Tablet	401971	EXACT
79.911	45892673	ivermectin 10 MG/ML Topical Cream [Soolantra]	1598073	EXACT
79.918	19102213	aripiprazole 5 MG Oral Tablet	402131	
79.919	757690	aripiprazole 10 MG Oral Tablet	349545	
79.920	19096776	aripiprazole 15 MG Oral Tablet	349490	
79.930	40221091	rivastigmine Transdermal System	1805978	EXACT
79.934	43133429	ebastine 10 MG Disintegrating Oral Tablet	OMOP476078	
79.935	21072960	capecitabine 300 MG Oral Tablet	OMOP376194	
79.936	36882081	ebastine 20 MG Disintegrating Oral Tablet	OMOP1000444	
79.948	19102213	aripiprazole 5 MG Oral Tablet	402131	
79.949	757690	aripiprazole 10 MG Oral Tablet	349545	
79.950	19096776	aripiprazole 15 MG Oral Tablet	349490	
79.959	40164098	azelastine hydrochloride 0.5 MG/ML Ophthalmic Solution	860805	EXACT
79.960	40100732	venlafaxine Oral Tablet	374285	BROAD
79.972	19102213	aripiprazole 5 MG Oral Tablet	402131	
79.973	757690	aripiprazole 10 MG Oral Tablet	349545	
79.974	19096776	aripiprazole 15 MG Oral Tablet	349490	
79.978	19023551	omeprazole 40 MG Delayed Release Oral Capsule	200329	
79.979	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
79.982	734360	pregabalin 25 MG Oral Capsule	483442	
79.983	19112671	pregabalin 75 MG Oral Capsule	483450	
79.984	19112670	pregabalin 150 MG Oral Capsule	483440	
79.985	734392	pregabalin 300 MG Oral Capsule	483444	
79.990	19098164	voriconazole 200 MG Injection	351209	EXACT
79.994	21133671	Gliclazide 60 MG Extended Release Oral Tablet	OMOP412803	EXACT
79002	19008007	lormetazepam 2 MG	335172	BROAD
79004	19007105	metyrapone 250 MG Oral Capsule [Metopirone]	105450	
79007	40236427	methylphenidate hydrochloride 18 MG Extended Release Oral Tablet [Concerta]	1091159	EXACT
79008	40236470	methylphenidate hydrochloride 36 MG Extended Release Oral Tablet [Concerta]	1091189	EXACT
79009	40236492	methylphenidate hydrochloride 54 MG Extended Release Oral Tablet [Concerta]	1091214	EXACT
79015	19073093	amlodipine 10 MG Oral Tablet	308135	
79018	1830321	alginate 50 MG/ML / calcium carbonate 32.5 MG/ML / sodium bicarbonate 21.8 MG/ML Oral Suspension	OMOP5155576	
79022	19102489	carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet	403851	
79026	19023454	hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet	200285	
79027	974620	hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet	349353	
79028	19023453	hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet	200284	
79029	957136	furosemide 40 MG Oral Tablet	313988	
79040	974473	hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet	283316	
79041	974474	hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet	283317	
79042	19112606	hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet	477130	
79045	978575	indapamide 0.625 MG / perindopril 2 MG Oral Tablet	429647	EXACT
79046	40163142	indapamide 1.25 MG / perindopril erbumine 4 MG Oral Tablet	854993	EXACT
79047	41312668	Indapamide 2.5 MG / Perindopril 8 MG Oral Tablet [Perindopril Erbumin Indapamid Ct]	OMOP2510630	
79061	40166899	azelastine hydrochloride 1.5 MG/ML Nasal Spray	866653	EXACT
79062	42706016	pyridoxine / thiamine / vitamin B12 Oral Tablet	1244145	BROAD
79075	36883820	Nicotine 26.5 MG Chewing Gum	OMOP988464	EXACT
79076	40067645	nicotine Chewing Gum	154906	BROAD
79077	36883820	Nicotine 26.5 MG Chewing Gum	OMOP988464	EXACT
79078	40067645	nicotine Chewing Gum	154906	BROAD
79080	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	
79085	1309800	eplerenone 25 MG Oral Tablet	351256	
79099	1517768	paricalcitol 0.001 MG Oral Capsule	577315	EXACT
79100	19121841	nitric oxide 0.08 % / nitrogen 99.92 % Gas for Inhalation	582608	EXACT
79103	19023525	paricalcitol 0.005 MG/ML Injectable Solution	200321	EXACT
79104	1517764	paricalcitol 0.002 MG/ML Injectable Solution	351154	EXACT
79105	40166899	azelastine hydrochloride 1.5 MG/ML Nasal Spray	866653	EXACT
79108	1526476	ezetimibe 10 MG Oral Tablet	349556	
79117	19016315	cisatracurium 2 MG/ML Injectable Solution	199211	
79118	19015728	cisatracurium 5 MG/ML Injectable Solution	249279	
79131	19019419	ondansetron 4 MG Oral Tablet	198052	
79132	19079171	ondansetron 8 MG Oral Tablet	312086	
79140	40174503	risedronate sodium 75 MG Oral Tablet [Actonel]	905086	EXACT
79157	766814	quetiapine	51272	BROAD
79158	766821	quetiapine 300 MG Oral Tablet	312745	EXACT
79159	766814	quetiapine	51272	BROAD
79160	766814	quetiapine	51272	BROAD
79174	36890913	Apomorphine 5 MG/ML Injectable Solution	OMOP997164	
79179	36889336	bendamustine 2.5 MG/ML	OMOP1002685	BROAD
79193	1736892	linezolid 600 MG Oral Tablet	311347	
79206	1714279	voriconazole 50 MG Oral Tablet	349435	
79207	1714278	voriconazole 200 MG Oral Tablet	349434	
79214	974473	hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet	283316	
79215	974474	hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet	283317	
79216	19112606	hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet	477130	
79222	19071252	travoprost 0.04 MG/ML Ophthalmic Solution	284008	
79268	36223222	atomoxetine Oral Product	1158282	BROAD
79295	19120672	linezolid 2 MG/ML [Zyvox]	574590	EXACT
79297	734360	pregabalin 25 MG Oral Capsule	483442	
79298	19112671	pregabalin 75 MG Oral Capsule	483450	
79299	1316269	sildenafil 100 MG Oral Tablet	314229	
79300	19079498	sildenafil 50 MG Oral Tablet	312950	
79301	1316268	sildenafil 25 MG Oral Tablet	314228	
79302	19071252	travoprost 0.04 MG/ML Ophthalmic Solution	284008	
79307	734392	pregabalin 300 MG Oral Capsule	483444	
79313	19112670	pregabalin 150 MG Oral Capsule	483440	
79314	19101722	atosiban 7.5 MG/ML Injectable Solution	389058	
79315	19101722	atosiban 7.5 MG/ML Injectable Solution	389058	
79321	916010	solifenacin succinate 10 MG Oral Tablet [Vesicare]	539815	EXACT
79322	916011	solifenacin succinate 5 MG Oral Tablet [Vesicare]	539817	EXACT
79323	19022826	mycophenolate mofetil 500 MG Oral Tablet	200060	
79324	19021102	mycophenolate mofetil 250 MG Oral Capsule	199058	
79326	35606289	etoposide 100 MG Injection	1734340	
79329	40169047	flecainide acetate 100 MG Oral Tablet [Tambocor]	886668	EXACT
79331	1589573	levonorgestrel 1.5 MG Oral Tablet	483325	
79339	929953	lansoprazole 15 MG Delayed Release Oral Capsule	596843	
79340	929889	lansoprazole 30 MG Delayed Release Oral Capsule	311277	
79347	19121242	omega-3 acid ethyl esters (USP) 1000 MG Oral Capsule	577208	EXACT
79348	1703065	valganciclovir 450 MG Oral Tablet	313566	
79370	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79371	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79376	43620795	LEVOMETHADONE 5 MG/ML Oral Solution	OMOP942032	
79377	757690	aripiprazole 10 MG Oral Tablet	349545	
79378	19102213	aripiprazole 5 MG Oral Tablet	402131	
79379	19096776	aripiprazole 15 MG Oral Tablet	349490	
79380	35603399	erythromycin Injection	1668263	BROAD
79382	19063925	octylonium 40 MG Oral Tablet	250891	EXACT
79384	19063925	octylonium 40 MG Oral Tablet	250891	EXACT
79403	734392	pregabalin 300 MG Oral Capsule	483444	
79404	19112671	pregabalin 75 MG Oral Capsule	483450	
79405	19112670	pregabalin 150 MG Oral Capsule	483440	
79406	734360	pregabalin 25 MG Oral Capsule	483442	
79407	19112671	pregabalin 75 MG Oral Capsule	483450	
79408	734392	pregabalin 300 MG Oral Capsule	483444	
79409	734360	pregabalin 25 MG Oral Capsule	483442	
79410	19112670	pregabalin 150 MG Oral Capsule	483440	
79415	998415	clobetasol	2590	BROAD
79428	43585968	Flurbiprofen 16.2 MG/ML Oral Spray	OMOP656712	
79433	19101553	levetiracetam 1000 MG Oral Tablet	387003	
79434	711588	levetiracetam 250 MG Oral Tablet	311288	
79435	19078781	levetiracetam 750 MG Oral Tablet	311290	
79436	711589	levetiracetam 500 MG Oral Tablet	311289	
79448	19102213	aripiprazole 5 MG Oral Tablet	402131	
79449	757690	aripiprazole 10 MG Oral Tablet	349545	
79450	19096776	aripiprazole 15 MG Oral Tablet	349490	
79451	757691	aripiprazole 30 MG Oral Tablet	349547	
79456	21082761	Tacrolimus 2 MG Oral Capsule	OMOP378404	
79473	19112671	pregabalin 75 MG Oral Capsule	483450	
79474	19112670	pregabalin 150 MG Oral Capsule	483440	
79475	734392	pregabalin 300 MG Oral Capsule	483444	
79476	734360	pregabalin 25 MG Oral Capsule	483442	
79481	734360	pregabalin 25 MG Oral Capsule	483442	
79482	19112671	pregabalin 75 MG Oral Capsule	483450	
79483	19112670	pregabalin 150 MG Oral Capsule	483440	
79484	734392	pregabalin 300 MG Oral Capsule	483444	
79486	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
79489	1736892	linezolid 600 MG Oral Tablet	311347	
79493	40222834	memantine hydrochloride 10 MG Oral Tablet	996561	
79494	40222850	memantine hydrochloride 20 MG Oral Tablet	996752	
79507	19004034	mycophenolate mofetil 500 MG Injection	311881	
79512	19102213	aripiprazole 5 MG Oral Tablet	402131	
79513	757690	aripiprazole 10 MG Oral Tablet	349545	
79514	19096776	aripiprazole 15 MG Oral Tablet	349490	
79515	44785877	glatiramer acetate 40 MG/ML [Copaxone]	1487362	EXACT
79516	40240797	ephedrine hydrochloride 3 MG/ML Injectable Solution	1116196	EXACT
79517	1501700	levothyroxine	10582	BROAD
79518	1501700	levothyroxine	10582	BROAD
79519	1501700	levothyroxine	10582	BROAD
79520	1501700	levothyroxine	10582	BROAD
79521	1501700	levothyroxine	10582	BROAD
79522	1501700	levothyroxine	10582	BROAD
79523	1501700	levothyroxine	10582	BROAD
79524	1501700	levothyroxine	10582	BROAD
79531	19123592	atorvastatin 20 MG Oral Tablet	617310	
79532	1545996	atorvastatin 40 MG Oral Tablet	617311	
79533	1545959	atorvastatin 80 MG Oral Tablet	259255	
79543	1545997	atorvastatin 10 MG Oral Tablet	617312	
79555	36881976	mesalamine 4000 MG Oral Granules	OMOP1005793	
79557	46275600	methotrexate Injection	1655955	BROAD
79558	1146769	1 ML methotrexate 25 MG/ML Prefilled Syringe	2377351	EXACT
79559	46275600	methotrexate Injection	1655955	BROAD
79560	46275600	methotrexate Injection	1655955	BROAD
79561	46275600	methotrexate Injection	1655955	BROAD
79562	46275600	methotrexate Injection	1655955	BROAD
79563	1146759	0.5 ML methotrexate 25 MG/ML Prefilled Syringe	2377341	EXACT
79567	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79568	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79569	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79570	715259	duloxetine	72625	BROAD
79575	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79576	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79580	1146757	0.4 ML methotrexate 25 MG/ML Prefilled Syringe	2377333	
79581	40052221	leuprolide Drug Implant	379298	BROAD
79588	757691	aripiprazole 30 MG Oral Tablet	349547	
79591	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79592	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79595	1177480	ibuprofen	5640	BROAD
79596	35870049	ibuprofen 400 MG Oral Granules	OMOP5026491	EXACT
79597	35870049	ibuprofen 400 MG Oral Granules	OMOP5026491	EXACT
79600	19039300	sevoflurane 1000 MG/ML	358558	
79607	974473	hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet	283316	
79608	974474	hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet	283317	
79609	19112606	hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet	477130	
79610	19112606	hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet	477130	
79611	974474	hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet	283317	
79612	974473	hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet	283316	
79616	19073337	recombinant antihemophilic factor VIII 100 UNT/ML Injectable Solution	308268	
79617	35603142	factor VIII Injection	1718961	BROAD
79660	19030353	bromazepam	1749	BROAD
79667	974702	candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet	578325	EXACT
79668	19121339	candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet	578330	EXACT
79669	19131518	candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet	802749	EXACT
79676	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79682	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79683	19102213	aripiprazole 5 MG Oral Tablet	402131	
79684	757690	aripiprazole 10 MG Oral Tablet	349545	
79685	19096776	aripiprazole 15 MG Oral Tablet	349490	
79686	19124358	aripiprazole 10 MG Disintegrating Oral Tablet	643019	
79687	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	
79688	19096776	aripiprazole 15 MG Oral Tablet	349490	
79689	757690	aripiprazole 10 MG Oral Tablet	349545	
79690	19102213	aripiprazole 5 MG Oral Tablet	402131	
79691	19096776	aripiprazole 15 MG Oral Tablet	349490	
79692	757690	aripiprazole 10 MG Oral Tablet	349545	
79693	19102213	aripiprazole 5 MG Oral Tablet	402131	
79698	19124358	aripiprazole 10 MG Disintegrating Oral Tablet	643019	
79699	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	
79707	40165762	enalapril maleate 10 MG Oral Tablet	858817	BROAD
79709	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
79713	46287354	cefepime 1000 MG Injection	1665093	EXACT
79714	46287349	cefepime 2000 MG Injection	1665088	EXACT
79717	43747361	Nitrous Oxide 50 % / Oxygen 50 % Gas for Inhalation	OMOP953421	
79718	40223816	fexofenadine hydrochloride 180 MG Oral Tablet [Allegra]	997422	EXACT
79719	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79720	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
79722	1177512	ibuprofen 0.05 MG/MG Topical Gel	141997	EXACT
79727	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
79738	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
79740	35606001	meropenem 500 MG Injection	1722934	EXACT
79741	35606006	meropenem 1000 MG Injection	1722939	EXACT
79746	36267391	von Willebrand factor 100 UNT/ML Injection	OMOP3118266	EXACT
79747	36267391	von Willebrand factor 100 UNT/ML Injection	OMOP3118266	EXACT
79750	989485	dutasteride 0.5 MG Oral Capsule	351172	
79758	19007332	methotrexate 2.5 MG Oral Tablet	105585	EXACT
79760	1742254	levofloxacin 250 MG Oral Tablet	199884	EXACT
79762	19080159	follicle stimulating hormone 75 UNT / luteinizing hormone 75 UNT Injection	314097	EXACT
79763	757690	aripiprazole 10 MG Oral Tablet	349545	
79764	19096776	aripiprazole 15 MG Oral Tablet	349490	
79766	19102213	aripiprazole 5 MG Oral Tablet	402131	
79768	19028312	mesna 100 MG/ML Injectable Solution	204870	EXACT
79769	19025738	clonazepam 2 MG Oral Tablet [Rivotril]	201735	EXACT
79770	19098164	voriconazole 200 MG Injection	351209	
79775	19102213	aripiprazole 5 MG Oral Tablet	402131	
79776	757690	aripiprazole 10 MG Oral Tablet	349545	
79777	19096776	aripiprazole 15 MG Oral Tablet	349490	
79778	19124358	aripiprazole 10 MG Disintegrating Oral Tablet	643019	EXACT
79779	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	EXACT
79781	40174863	hydromorphone hydrochloride 16 MG Extended Release Oral Tablet	902739	EXACT
79783	40173131	hydromorphone hydrochloride 4 MG Oral Tablet	897702	EXACT
79784	40174866	hydromorphone hydrochloride 8 MG Extended Release Oral Tablet	902744	EXACT
79788	19101674	etoricoxib 90 MG Oral Tablet	388520	
79789	19011358	etoricoxib 120 MG Oral Tablet	388521	
79790	40175174	levothyroxine sodium 0.025 MG Oral Tablet	966220	EXACT
79793	19112671	pregabalin 75 MG Oral Capsule	483450	
79794	734356	pregabalin 100 MG Oral Capsule	483438	
79795	19112670	pregabalin 150 MG Oral Capsule	483440	
79796	734394	pregabalin 200 MG Oral Capsule	483446	
79798	734360	pregabalin 25 MG Oral Capsule	483442	
79799	734392	pregabalin 300 MG Oral Capsule	483444	
79800	734396	pregabalin 50 MG Oral Capsule	483448	
79801	40175210	levothyroxine sodium 0.05 MG Oral Tablet	966221	EXACT
79802	40174880	levothyroxine sodium 0.075 MG Oral Tablet	966222	EXACT
79803	40169766	levothyroxine sodium 0.1 MG Oral Tablet	892246	EXACT
79804	19112670	pregabalin 150 MG Oral Capsule	483440	
79805	734392	pregabalin 300 MG Oral Capsule	483444	
79806	19112671	pregabalin 75 MG Oral Capsule	483450	
79807	734360	pregabalin 25 MG Oral Capsule	483442	
79809	19102213	aripiprazole 5 MG Oral Tablet	402131	
79810	757690	aripiprazole 10 MG Oral Tablet	349545	
79811	19096776	aripiprazole 15 MG Oral Tablet	349490	
79827	41414062	bosentan 125 MG Oral Tablet	OMOP2612024	
79828	1321637	bosentan 62.5 MG Oral Tablet	349253	
79829	1395560	fludarabine phosphate 25 MG/ML	328431	EXACT
79843	40226933	levobupivacaine hydrochloride 7.5 MG/ML Injectable Solution	1012475	
79844	40226929	levobupivacaine hydrochloride 5 MG/ML Injectable Solution	1012471	
79845	40226925	levobupivacaine hydrochloride 2.5 MG/ML Injectable Solution	1012467	BROAD
79846	40227158	levobupivacaine hydrochloride 1.25 MG/ML Injectable Solution	1012481	
79848	40222068	bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]	993529	EXACT
79854	734360	pregabalin 25 MG Oral Capsule	483442	
79855	734356	pregabalin 100 MG Oral Capsule	483438	
79857	734392	pregabalin 300 MG Oral Capsule	483444	
79858	734394	pregabalin 200 MG Oral Capsule	483446	
79859	19112670	pregabalin 150 MG Oral Capsule	483440	
79860	734396	pregabalin 50 MG Oral Capsule	483448	
79861	19112671	pregabalin 75 MG Oral Capsule	483450	
79867	36884609	Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension	OMOP996060	BROAD
79868	45892991	amlodipine 5 MG / perindopril arginine 7 MG Oral Tablet	1600728	EXACT
79871	45892987	amlodipine 2.5 MG / perindopril arginine 3.5 MG Oral Tablet	1600724	EXACT
79879	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
79885	734360	pregabalin 25 MG Oral Capsule	483442	
79886	19112671	pregabalin 75 MG Oral Capsule	483450	
79887	19112670	pregabalin 150 MG Oral Capsule	483440	
79888	734392	pregabalin 300 MG Oral Capsule	483444	
79891	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	
79892	19124358	aripiprazole 10 MG Disintegrating Oral Tablet	643019	
79893	19124368	aripiprazole 30 MG Disintegrating Oral Tablet	643058	
79906	35605378	remifentanil 1 MG Injection [Ultiva]	1729581	EXACT
79907	35605378	remifentanil 1 MG Injection [Ultiva]	1729581	EXACT
79908	35605378	remifentanil 1 MG Injection [Ultiva]	1729581	EXACT
79922	40185277	losartan potassium 100 MG Oral Tablet [Cozaar]	979482	EXACT
79926	19102171	olmesartan medoxomil 10 MG Oral Tablet	401971	EXACT
79927	19096740	olmesartan medoxomil 20 MG Oral Tablet	349401	EXACT
79928	19096752	olmesartan medoxomil 40 MG Oral Tablet	349405	EXACT
79929	19101729	gliclazide 30 MG Extended Release Oral Tablet	389137	
79937	40237701	calcium carbonate 1200 MG / cholecalciferol 1000 UNT Chewable Tablet	1099869	EXACT
79938	40019683	calcium carbonate / cholecalciferol Chewable Tablet	375786	BROAD
79947	21109244	fluticasone Nasal Spray	OMOP353838	BROAD
79964	19120672	linezolid 2 MG/ML [Zyvox]	574590	EXACT
79966	46233861	olodaterol 0.0025 MG/ACTUAT / tiotropium 0.0025 MG/ACTUAT Inhalation Spray	1651272	EXACT
79967	46233861	olodaterol 0.0025 MG/ACTUAT / tiotropium 0.0025 MG/ACTUAT Inhalation Spray	1651272	EXACT
79968	42899937	polyethylene glycol 4000	1310594	BROAD
79980	19124358	aripiprazole 10 MG Disintegrating Oral Tablet	643019	
79981	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	
79991	46275516	ceftazidime 1000 MG Injection	1659283	EXACT
79997	37002953	sodium chloride 5.03 MG/ML / sodium citrate 5.29 MG/ML Injection [Regiocit]	2397259	EXACT
79998	19131015	magnesium chloride 0.00148 MEQ/ML / monobasic potassium phosphate 0.0082 MG/ML / potassium chloride 0.00497 MEQ/ML / sodium acetate 0.0272 MEQ/ML / sodium chloride 0.0906 MEQ/ML / sodium gluconate 5 MG/ML / sodium phosphate, dibasic 0.12 MG/ML Injectab...	800925	BROAD
80,493	19096776	aripiprazole 15 MG Oral Tablet	349490	
80.015	1517768	paricalcitol 0.001 MG Oral Capsule	577315	EXACT
80.056	40240370	24 HR pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet	1114485	
80.060	19052556	sildenafil citrate	221161	BROAD
80.061	19079498	sildenafil 50 MG Oral Tablet	312950	
80.062	1316269	sildenafil 100 MG Oral Tablet	314229	EXACT
80.086	1316269	sildenafil 100 MG Oral Tablet	314229	BROAD
80.090	42480759	sildenafil 25 MG Chewable Tablet	OMOP418889	
80.105	1714278	voriconazole 200 MG Oral Tablet	349434	
80.106	1714279	voriconazole 50 MG Oral Tablet	349435	
80.114	19079498	sildenafil 50 MG Oral Tablet	312950	
80.115	1316262	sildenafil	136411	BROAD
80.144	715300	duloxetine 60 MG Delayed Release Oral Capsule	596934	
80.145	19122148	duloxetine 30 MG Delayed Release Oral Capsule	596930	
80.159	1797515	ciprofloxacin 250 MG Oral Tablet	197511	
80.160	19075380	ciprofloxacin 500 MG Oral Tablet	309309	
80.161	1797516	ciprofloxacin 750 MG Oral Tablet	197512	EXACT
80.186	19102213	aripiprazole 5 MG Oral Tablet	402131	
80.187	757690	aripiprazole 10 MG Oral Tablet	349545	
80.188	19096776	aripiprazole 15 MG Oral Tablet	349490	
80.196	19124360	aripiprazole 15 MG Disintegrating Oral Tablet	643022	
80.208	36883849	Ambroxol 20 MG Oral Lozenge	OMOP997717	
80.212	40165262	rosuvastatin calcium 5 MG Oral Tablet [Crestor]	859426	EXACT
80.213	40165246	rosuvastatin calcium 10 MG Oral Tablet [Crestor]	859749	EXACT
80.214	40165254	rosuvastatin calcium 20 MG Oral Tablet [Crestor]	859753	EXACT
80.215	40165258	rosuvastatin calcium 40 MG Oral Tablet [Crestor]	859421	EXACT
80.224	19004035	mycophenolate mofetil 250 MG	316316	BROAD
