authorisationnumber	concept_id	concept_name	concept_code	mapping_typ
69.299	40754955	Lactulose 10000 MG Oral Powder Box of 10	OMOP4702075	EXACT
69.300	987245	lactulose	6218	BROAD
69.306	725178	mirtazapine 15 MG Oral Tablet	311725	
69.307	725180	mirtazapine 30 MG Oral Tablet	314111	
69.314	19081499	ibuprofen 600 MG	316077	BROAD
69.320	929953	lansoprazole 15 MG Delayed Release Oral Capsule	596843	
69.321	929889	lansoprazole 30 MG Delayed Release Oral Capsule	311277	
69.328	40066620	oxymetazoline Nasal Spray	374488	BROAD
69.330	40175390	pravastatin sodium 10 MG Oral Tablet	904458	EXACT
69.331	40175394	pravastatin sodium 20 MG Oral Tablet	904467	EXACT
69.332	40175400	pravastatin sodium 40 MG Oral Tablet	904475	EXACT
69.343	1177480	ibuprofen	5640	BROAD
69.345	19096677	valsartan 320 MG Oral Tablet	349200	
69.356	19022457	topiramate 200 MG Oral Tablet	199890	
69.357	42902518	leuprolide acetate 60 MG/ML Prefilled Syringe [Eligard]	1359631	EXACT
69.367	1551838	fenofibrate 160 MG Oral Tablet	349287	EXACT
69.368	19077245	fenofibrate 200 MG Oral Capsule	310289	
69.369	19077245	fenofibrate 200 MG Oral Capsule	310289	
69.373	40228216	cetirizine hydrochloride 10 MG Oral Tablet [Zyrtec]	1020026	EXACT
69.374	1348267	anastrozole 1 MG Oral Tablet	199224	
69.376	21065513	etoricoxib 30 MG Oral Tablet	OMOP256582	EXACT
69.377	42902366	Rho(D) immune globulin, human 750 UNT/ML Prefilled Syringe [Rhophylac]	1359479	EXACT
69.383	1348267	anastrozole 1 MG Oral Tablet	199224	
69.384	1348267	anastrozole 1 MG Oral Tablet	199224	
69.391	19063005	indapamide 1.5 MG Extended Release Oral Tablet	250529	
69.392	19063005	indapamide 1.5 MG Extended Release Oral Tablet	250529	
69.423	742303	topiramate 25 MG Oral Tablet	199888	
69.424	742268	topiramate 50 MG Oral Tablet	151226	
69.425	742304	topiramate 100 MG Oral Tablet	199889	
69.426	19022457	topiramate 200 MG Oral Tablet	199890	
69.429	1126750	acetaminophen 100 MG/ML Oral Solution	238159	EXACT
69.434	40165771	enalapril maleate 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet	858921	EXACT
69.445	19133478	adapalene 0.001 MG/MG / benzoyl peroxide 0.025 MG/MG Topical Gel [Epiduo]	830648	
69.455	1742255	levofloxacin 500 MG Oral Tablet	199885	
69.474	35604257	irinotecan hydrochloride 20 MG/ML Injection	1726322	EXACT
69.477	1125393	acetaminophen 650 MG Oral Tablet	198444	EXACT
69.478	19107244	acetaminophen 1000 MG Oral Tablet	430837	
69.481	19107244	acetaminophen 1000 MG Oral Tablet	430837	EXACT
69.487	19023551	omeprazole 40 MG Delayed Release Oral Capsule	200329	
69.491	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69.497	1545997	atorvastatin 10 MG Oral Tablet	617312	
69.498	19123592	atorvastatin 20 MG Oral Tablet	617310	
69.499	1545996	atorvastatin 40 MG Oral Tablet	617311	
69.507	736014	risperidone 6 MG Oral Tablet	153791	
69.508	736054	risperidone 3 MG Oral Tablet	312832	
69.509	19079462	risperidone 1 MG Oral Tablet	312830	
69.514	736015	risperidone 1 MG/ML Oral Solution	199387	
69.517	19096677	valsartan 320 MG Oral Tablet	349200	
69.522	36896651	250 MG Azithromycin 0.015 MG/MG Ophthalmic Solution	OMOP989966	BROAD
69.533	40244026	naloxone hydrochloride 0.4 MG/ML Injectable Solution	1191222	EXACT
69.534	1545997	atorvastatin 10 MG Oral Tablet	617312	
69.536	19123592	atorvastatin 20 MG Oral Tablet	617310	
69.537	1545996	atorvastatin 40 MG Oral Tablet	617311	
69.538	1545959	atorvastatin 80 MG Oral Tablet	259255	
69.548	19080217	pantoprazole 40 MG Delayed Release Oral Tablet	314200	EXACT
69.556	766820	quetiapine 25 MG Oral Tablet	312744	
69.558	766819	quetiapine 100 MG Oral Tablet	312743	
69.560	766842	quetiapine 200 MG Oral Tablet	317174	
69.561	766821	quetiapine 300 MG Oral Tablet	312745	
69.567	1742255	levofloxacin 500 MG Oral Tablet	199885	
69.571	984235	isotretinoin 10 MG Oral Capsule	197843	
69.572	984236	isotretinoin 20 MG Oral Capsule	197844	
69.576	19081499	ibuprofen 600 MG	316077	BROAD
69.583	743721	24 HR venlafaxine 75 MG Extended Release Oral Capsule	313585	EXACT
69.589	35603331	tiotropium 0.00125 MG/ACTUAT Inhalation Spray [Spiriva]	1667884	EXACT
69.595	19049909	potassium iodide	8597	BROAD
69.596	19049909	potassium iodide	8597	BROAD
69.597	40185305	losartan potassium 50 MG Oral Tablet [Cozaar]	979494	EXACT
69.598	40185277	losartan potassium 100 MG Oral Tablet [Cozaar]	979482	EXACT
69.602	46287512	coagulation factor IX, human 1 UNT Injection	1666303	BROAD
69.603	46287512	coagulation factor IX, human 1 UNT Injection	1666303	BROAD
69.604	1545997	atorvastatin 10 MG Oral Tablet	617312	
69.605	19123592	atorvastatin 20 MG Oral Tablet	617310	
69.606	1545996	atorvastatin 40 MG Oral Tablet	617311	
69.607	1545959	atorvastatin 80 MG Oral Tablet	259255	
69.620	957136	furosemide 40 MG Oral Tablet	313988	
69.628	19019050	ibuprofen 20 MG/ML Oral Suspension	197803	
69.632	19016866	deflazacort 6 MG Oral Tablet	153098	EXACT
69.633	19018083	deflazacort 30 MG Oral Tablet	153880	EXACT
69.635	766820	quetiapine 25 MG Oral Tablet	312744	
69.636	766819	quetiapine 100 MG Oral Tablet	312743	
69.638	766842	quetiapine 200 MG Oral Tablet	317174	
69.639	766821	quetiapine 300 MG Oral Tablet	312745	
69.645	19133813	quetiapine 50 MG Extended Release Oral Tablet [Seroquel]	833454	
69.646	19134839	quetiapine 200 MG Extended Release Oral Tablet [Seroquel]	845031	
69.647	19134841	quetiapine 300 MG Extended Release Oral Tablet [Seroquel]	845033	
69.648	19134843	quetiapine 400 MG Extended Release Oral Tablet [Seroquel]	845035	
69.659	742303	topiramate 25 MG Oral Tablet	199888	
69.660	742268	topiramate 50 MG Oral Tablet	151226	
69.661	742304	topiramate 100 MG Oral Tablet	199889	
69.662	19022457	topiramate 200 MG Oral Tablet	199890	
69.671	766820	quetiapine 25 MG Oral Tablet	312744	
69.672	766819	quetiapine 100 MG Oral Tablet	312743	
69.674	766842	quetiapine 200 MG Oral Tablet	317174	
69.675	766821	quetiapine 300 MG Oral Tablet	312745	
69.679.	19081499	ibuprofen 600 MG	316077	BROAD
69.680	19012748	clotrimazole 10 MG/ML Topical Cream [Canesten]	151010	EXACT
69.684	1741402	terbinafine 250 MG Oral Tablet	313222	
69.696	40174503	risedronate sodium 75 MG Oral Tablet [Actonel]	905086	EXACT
69.700	19134935	ropinirole 2 MG Extended Release Oral Tablet	845128	
69.701	19134936	ropinirole 4 MG Extended Release Oral Tablet	845129	
69.702	19134934	ropinirole 8 MG Extended Release Oral Tablet	845127	
69.704	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69.705	19070747	mirtazapine 15 MG Disintegrating Oral Tablet	283406	EXACT
69.708	35605716	albumin human, USP 200 MG/ML Injection	1741293	EXACT
69.709	40164947	metformin hydrochloride 850 MG Oral Tablet [Glucophage]	861012	EXACT
69.736	40072545	oxygen Gas for Inhalation	376784	EXACT
69.738	743761	venlafaxine 150 MG Extended Release Oral Tablet	431753	
69.739	19131403	venlafaxine 225 MG Extended Release Oral Tablet	801849	
69.742	19008696	isotretinoin 5 MG Oral Capsule	106318	
69.748	19041843	carbocysteine	2023	BROAD
69.749	19087057	carbocysteine 50 MG/ML	331067	EXACT
69.754	40165771	enalapril maleate 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet	858921	EXACT
69.756	40185305	losartan potassium 50 MG Oral Tablet [Cozaar]	979494	EXACT
69.757	40185277	losartan potassium 100 MG Oral Tablet [Cozaar]	979482	EXACT
69.761	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69.762	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69.765	739209	sertraline 50 MG Oral Tablet	312941	
69.766	739207	sertraline 100 MG Oral Tablet	312938	
69.788	40175390	pravastatin sodium 10 MG Oral Tablet	904458	EXACT
69.792	40175394	pravastatin sodium 20 MG Oral Tablet	904467	EXACT
69.793	40175400	pravastatin sodium 40 MG Oral Tablet	904475	EXACT
69.794	1177480	ibuprofen	5640	BROAD
69.805	766820	quetiapine 25 MG Oral Tablet	312744	
69.806	766819	quetiapine 100 MG Oral Tablet	312743	
69.807	766842	quetiapine 200 MG Oral Tablet	317174	
69.808	766821	quetiapine 300 MG Oral Tablet	312745	
69.824	1363087	doxazosin 8 MG Extended Release Oral Tablet	389166	EXACT
69.826	1363086	doxazosin 4 MG Extended Release Oral Tablet	389131	
69.830	743721	24 HR venlafaxine 75 MG Extended Release Oral Capsule	313585	EXACT
69.831	35865574	venlafaxine 150 MG Oral Capsule	OMOP5021681	EXACT
69.837	739330	droperidol 2.5 MG/ML	315846	EXACT
69.843	961047	ranitidine	9143	BROAD
69.870	948079	pantoprazole 20 MG Delayed Release Oral Tablet	251872	
69.871	19080217	pantoprazole 40 MG Delayed Release Oral Tablet	314200	EXACT
69.872	725178	mirtazapine 15 MG Oral Tablet	311725	
69.873	725180	mirtazapine 30 MG Oral Tablet	314111	
69.884	742303	topiramate 25 MG Oral Tablet	199888	
69.885	19077497	fluvastatin 20 MG Oral Capsule	310404	EXACT
69.888	19022457	topiramate 200 MG Oral Tablet	199890	
69.889	742268	topiramate 50 MG Oral Tablet	151226	
69.893	1140650	sumatriptan 50 MG Oral Tablet	313161	
69.896	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
69.897	40165762	enalapril maleate 10 MG Oral Tablet	858817	BROAD
69.898	40165762	enalapril maleate 10 MG Oral Tablet	858817	BROAD
69.899	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
69.900	40165762	enalapril maleate 10 MG Oral Tablet	858817	BROAD
69.903	2924688	enalapril 20 MG / lercanidipine 10 MG Oral Tablet by Mylan	OMOP5141495	
69.905	19070869	ondansetron 2 MG/ML Injectable Solution	283504	EXACT
69.906	40165771	enalapril maleate 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet	858921	EXACT
69.907	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
69.908	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
69.917	722031	paroxetine	32937	BROAD
69.919	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
69.920	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
69.927	984237	isotretinoin 40 MG Oral Capsule	197845	
69.929	19101573	nebivolol 5 MG Oral Tablet	387013	
69.930	19124246	hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet	636042	
69.931	40002762	acetaminophen / phenylephrine Oral Solution	373377	BROAD
69.939	1332418	amlodipine	17767	BROAD
69.940	1332418	amlodipine	17767	BROAD
69.942	19124247	hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet	636045	
69.949	736015	risperidone 1 MG/ML Oral Solution	199387	
69.955	1126750	acetaminophen 100 MG/ML Oral Solution	238159	EXACT
69.957	19006516	cefuroxime 250 MG Oral Tablet [Zinnat]	105186	EXACT
69.958	19075002	cefuroxime 500 MG Oral Tablet	309098	
69.962	1332418	amlodipine	17767	BROAD
69.965	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69.966	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69.972	19021102	mycophenolate mofetil 250 MG Oral Capsule	199058	
69.974	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69.975	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69.980	40165708	esomeprazole 10 MG Granules for Oral Suspension [Nexium]	861570	EXACT
69.986	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69.987	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69.988	40236460	methylphenidate hydrochloride 27 MG Extended Release Oral Tablet [Concerta]	1091174	EXACT
69015	36894627	Alendronate 91.4 MG Oral Tablet	OMOP992337	EXACT
69020	19027624	flumazenil 0.1 MG/ML Injectable Solution	204508	EXACT
69034	742303	topiramate 25 MG Oral Tablet	199888	
69035	742268	topiramate 50 MG Oral Tablet	151226	
69036	742304	topiramate 100 MG Oral Tablet	199889	
69037	19022457	topiramate 200 MG Oral Tablet	199890	
69043	36894627	Alendronate 91.4 MG Oral Tablet	OMOP992337	
69060	948079	pantoprazole 20 MG Delayed Release Oral Tablet	251872	
69068	1344403	bicalutamide 50 MG Oral Tablet	199123	
69076	736015	risperidone 1 MG/ML Oral Solution	199387	
69077	19070747	mirtazapine 15 MG Disintegrating Oral Tablet	283406	EXACT
69078	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69082	1755001	fluconazole 50 MG Oral Capsule	199747	
69083	19022584	fluconazole 100 MG Oral Capsule	199950	
69084	1754999	fluconazole 150 MG Oral Capsule	199745	
69085	1755000	fluconazole 200 MG Oral Capsule	199746	
69088	1344403	bicalutamide 50 MG Oral Tablet	199123	
69095	40227193	mepivacaine hydrochloride 30 MG/ML [Scandonest]	1012761	EXACT
69124	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
69125	19023551	omeprazole 40 MG Delayed Release Oral Capsule	200329	
69155	19018787	allopurinol 300 MG Oral Tablet	197320	
69156	1167323	allopurinol 100 MG Oral Tablet	197319	
69161	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
69162	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
69188	929953	lansoprazole 15 MG Delayed Release Oral Capsule	596843	
69189	929889	lansoprazole 30 MG Delayed Release Oral Capsule	311277	
69190	736015	risperidone 1 MG/ML Oral Solution	199387	
69201	40227165	mepivacaine hydrochloride 10 MG/ML Injectable Solution	1012722	EXACT
69201	40227165	mepivacaine hydrochloride 10 MG/ML Injectable Solution	1012722	
69203	40227177	mepivacaine hydrochloride 20 MG/ML Injectable Solution	1012737	
69205	40228216	cetirizine hydrochloride 10 MG Oral Tablet [Zyrtec]	1020026	EXACT
69207	40227012	lidocaine hydrochloride 10 MG/ML Injectable Solution	1010033	EXACT
69208	40227049	lidocaine hydrochloride 20 MG/ML Injectable Solution	1010671	EXACT
69229	1750562	clarithromycin 500 MG Oral Tablet	197517	
69233	923647	omeprazole 10 MG Delayed Release Oral Capsule	199119	
69240	1363086	doxazosin 4 MG Extended Release Oral Tablet	389131	
69257	19077375	finasteride 5 MG Oral Tablet	310346	
69258	19077375	finasteride 5 MG Oral Tablet	310346	
69292	35605873	incobotulinumtoxinA 100 UNT Injection [Xeomin]	1732161	EXACT
69308	725178	mirtazapine 15 MG Oral Tablet	311725	
69341	1703608	famciclovir 250 MG Oral Tablet	199193	EXACT
69342	19081499	ibuprofen 600 MG	316077	BROAD
69365	1150351	meloxicam 7.5 MG Oral Tablet	311486	
69366	1150347	meloxicam 15 MG Oral Tablet	152695	
69370	19041866	bisacodyl 5 MG Delayed Release Oral Tablet [Dulcolax]	209613	EXACT
69378	19019419	ondansetron 4 MG Oral Tablet	198052	
69379	19079171	ondansetron 8 MG Oral Tablet	312086	
69380	35605482	2 ML ondansetron 2 MG/ML Injection	1740467	EXACT
69381	19070869	ondansetron 2 MG/ML Injectable Solution	283504	EXACT
69386	46287443	100 ML levofloxacin 5 MG/ML Injection	1665507	EXACT
69388	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69388	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	
69404	19135629	tramadol hydrochloride 100 MG/ML Oral Solution	849569	
69410	19107244	acetaminophen 1000 MG Oral Tablet	430837	EXACT
69418	40163905	24 HR alfuzosin hydrochloride 10 MG Extended Release Oral Tablet	861132	EXACT
69430	1348267	anastrozole 1 MG Oral Tablet	199224	
69433	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69451	19070747	mirtazapine 15 MG Disintegrating Oral Tablet	283406	EXACT
69452	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69456	1348267	anastrozole 1 MG Oral Tablet	199224	
69457	19063005	indapamide 1.5 MG Extended Release Oral Tablet	250529	
69475	40162321	diclofenac sodium 1 MG/ML Ophthalmic Solution	854801	
69477	1125393	acetaminophen 650 MG Oral Tablet	198444	EXACT
69478	19107244	acetaminophen 1000 MG Oral Tablet	430837	
69480	1348267	anastrozole 1 MG Oral Tablet	199224	
69484	1348267	anastrozole 1 MG Oral Tablet	199224	
69490	19070747	mirtazapine 15 MG Disintegrating Oral Tablet	283406	EXACT
69492	725177	mirtazapine 45 MG Disintegrating Oral Tablet	283485	EXACT
69505	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69506	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69507	736014	risperidone 6 MG Oral Tablet	153791	
69508	736054	risperidone 3 MG Oral Tablet	312832	
69509	19079462	risperidone 1 MG Oral Tablet	312830	
69514	736015	risperidone 1 MG/ML Oral Solution	199387	
69516	1734108	azithromycin 40 MG/ML Oral Suspension	141963	EXACT
69521	36890815	ebastine 20 MG Oral Tablet	OMOP995856	
69524	46234197	octreotide 0.1 MG/ML Injection [Sandostatin]	1654352	EXACT
69525	46234192	octreotide Injection	1654342	BROAD
69526	46234198	octreotide 0.5 MG/ML Injection	1654355	EXACT
69533	40244026	naloxone hydrochloride 0.4 MG/ML Injectable Solution	1191222	EXACT
69539	42873851	citric acid 12000 MG / magnesium oxide 3500 MG / picosulfate sodium 10 MG Powder for Oral Solution	1305808	EXACT
69551	19029394	aceclofenac 100 MG Oral Tablet	152544	EXACT
69553	736015	risperidone 1 MG/ML Oral Solution	199387	
69554	1348267	anastrozole 1 MG Oral Tablet	199224	
69585	713852	ropinirole 0.5 MG Oral Tablet	312846	EXACT
69649	766814	quetiapine	51272	BROAD
69650	766814	quetiapine	51272	BROAD
69652	766814	quetiapine	51272	BROAD
69653	766821	quetiapine 300 MG Oral Tablet	312745	EXACT
69667	19106242	bisoprolol 10 MG / hydrochlorothiazide 25 MG Oral Tablet	427556	EXACT
69669	19022177	cabergoline 0.5 MG Oral Tablet	199703	
69678	19081499	ibuprofen 600 MG	316077	BROAD
69686	1558493	cabergoline 2 MG Oral Tablet	153332	
69687	1558492	cabergoline 1 MG Oral Tablet	153331	
69689	19137031	ispaghula husk	104129	BROAD
69697	1742255	levofloxacin 500 MG Oral Tablet	199885	
69704	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
69704	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	
69726	19027494	ibuprofen 40 MG/ML Oral Suspension	204442	EXACT
69729	19121195	72 HR fentanyl 0.012 MG/HR Transdermal System	577057	EXACT
69730	42902803	fentanyl 0.025 MG/HR Transdermal System	1359916	EXACT
69731	42903228	fentanyl 0.05 MG/HR Transdermal System	1360341	EXACT
69732	42903081	fentanyl 0.075 MG/HR Transdermal System	1360194	EXACT
69733	42902560	fentanyl 0.1 MG/HR Transdermal System	1359673	EXACT
69734	19101729	gliclazide 30 MG Extended Release Oral Tablet	389137	
69737	743792	venlafaxine 75 MG Extended Release Oral Tablet	431754	
69740	19101729	gliclazide 30 MG Extended Release Oral Tablet	389137	
69741	19077375	finasteride 5 MG Oral Tablet	310346	
69745	43031543	Pentetate 20.8 MG Injectable Solution [Technescan]	OMOP4846604	
69750	19131403	venlafaxine 225 MG Extended Release Oral Tablet	801849	
69751	743761	venlafaxine 150 MG Extended Release Oral Tablet	431753	
69752	743792	venlafaxine 75 MG Extended Release Oral Tablet	431754	
69767	40185305	losartan potassium 50 MG Oral Tablet [Cozaar]	979494	EXACT
69768	40185277	losartan potassium 100 MG Oral Tablet [Cozaar]	979482	EXACT
69771	35605693	ferric carboxymaltose 50 MG/ML Injection	1741063	EXACT
69773	40069608	nitric oxide Gas for Inhalation	375185	BROAD
69796	19101875	amisulpride 100 MG Oral Tablet	392657	EXACT
69797	19057609	amisulpride 200 MG Oral Tablet	153777	EXACT
69798	19101728	amisulpride 400 MG Oral Tablet	389135	
69802	725178	mirtazapine 15 MG Oral Tablet	311725	
69803	725180	mirtazapine 30 MG Oral Tablet	314111	
69812	1332419	amlodipine 5 MG Oral Tablet	197361	EXACT
69813	19073093	amlodipine 10 MG Oral Tablet	308135	EXACT
69823	19077548	gabapentin 300 MG Oral Capsule	310431	
69824	1363087	doxazosin 8 MG Extended Release Oral Tablet	389166	EXACT
69826	1363086	doxazosin 4 MG Extended Release Oral Tablet	389131	
69832	19077549	gabapentin 400 MG Oral Capsule	310432	
69843	961047	ranitidine	9143	BROAD
69844	19107189	ranitidine 168 MG Oral Tablet	430663	
69848	1754999	fluconazole 150 MG Oral Capsule	199745	
69862	19022830	letrozole 2.5 MG Oral Tablet	200064	
69887	742304	topiramate 100 MG Oral Tablet	199889	
69890	44785017	coagulation factor IX, human 1 UNT / coagulation factor X, human 1 UNT / factor VII, human 1 UNT / protein C, human 1 UNT / protein S, human 1 UNT / prothrombin, human 1 UNT Injection	1484958	BROAD
69895	40071588	nitrous oxide Gas for Inhalation	385093	EXACT
69901	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69902	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69905	19070869	ondansetron 2 MG/ML Injectable Solution	283504	EXACT
69909	1103640	methadone	6813	BROAD
69910	1103640	methadone	6813	BROAD
69913	1103640	methadone	6813	BROAD
69944	19025384	oxygen 21 % Gas for Inhalation	347856	
69954	19006516	cefuroxime 250 MG Oral Tablet [Zinnat]	105186	EXACT
69956	19075002	cefuroxime 500 MG Oral Tablet	309098	
69976	19134632	venlafaxine 37.5 MG Extended Release Oral Capsule	844817	EXACT
69977	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
69978	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
69981	19077497	fluvastatin 20 MG Oral Capsule	310404	EXACT
69993	40184187	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	979468	EXACT
69994	40184217	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	979471	EXACT
69998	19070747	mirtazapine 15 MG Disintegrating Oral Tablet	283406	EXACT
69999	19070748	mirtazapine 30 MG Disintegrating Oral Tablet	283407	EXACT
70.015	1539463	simvastatin 10 MG Oral Tablet	314231	EXACT
70.016	1539411	simvastatin 20 MG Oral Tablet	312961	
70.017	1539407	simvastatin 40 MG Oral Tablet	198211	
70.039	19019073	ibuprofen 600 MG Oral Tablet	197806	
70.042	40174972	levothyroxine sodium 0.112 MG Oral Tablet	966248	EXACT
70.043	40175026	levothyroxine sodium 0.137 MG Oral Tablet	966270	EXACT
70.044	40174907	levothyroxine sodium 0.088 MG Oral Tablet	966253	EXACT
70.047	736015	risperidone 1 MG/ML Oral Solution	199387	
70.058	19124246	hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet	636042	
70.059	19063005	indapamide 1.5 MG Extended Release Oral Tablet	250529	
70.060	19124247	hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet	636045	
70.063	42708247	tafluprost 0.015 MG/ML Ophthalmic Solution	1244611	EXACT
70.067	19127433	amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet	730869	EXACT
70.068	1332418	amlodipine	17767	BROAD
70.069	19127432	amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet	730866	EXACT
70.070	19127434	amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet	730872	EXACT
70.071	19127432	amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet	730866	EXACT
70.072	19127434	amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet	730872	EXACT
70.079	19127433	amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet	730869	EXACT
70.091	19127433	amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet	730869	EXACT
70.093	19124099	drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet	630734	
70.094	19127434	amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet	730872	EXACT
70.096	19127432	amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet	730866	EXACT
70.106	1551192	prednisone 5 MG Oral Tablet	312617	EXACT
70.107	1551101	prednisone 10 MG Oral Tablet	198145	EXACT
70.108	19111643	prednisone 30 MG	451143	EXACT
70.113	19022947	irbesartan 75 MG Oral Tablet	200094	
70.114	19022948	irbesartan 150 MG Oral Tablet	200095	
70.116	19022949	irbesartan 300 MG Oral Tablet	200096	
70.117	19022947	irbesartan 75 MG Oral Tablet	200094	
70.118	19022948	irbesartan 150 MG Oral Tablet	200095	
70.120	19022949	irbesartan 300 MG Oral Tablet	200096	
70.121	19123643	amoxicillin 100 MG/ML / clavulanate 12.5 MG/ML Oral Suspension	618001	EXACT
70.125	1350311	cilostazol 100 MG Oral Tablet	242461	EXACT
70.126	1350332	cilostazol 50 MG Oral Tablet	242462	EXACT
70.142	19006311	tetrabenazine 25 MG Oral Tablet [Nitoman]	105062	
70.151	19103820	venlafaxine 150 MG Extended Release Oral Capsule	411816	
70.152	19103819	venlafaxine 75 MG Extended Release Oral Capsule	411815	
70.153	19134632	venlafaxine 37.5 MG Extended Release Oral Capsule	844817	
70.154	40175394	pravastatin sodium 20 MG Oral Tablet	904467	EXACT
70.155	40175390	pravastatin sodium 10 MG Oral Tablet	904458	EXACT
70.156	40175400	pravastatin sodium 40 MG Oral Tablet	904475	EXACT
70.158	19022947	irbesartan 75 MG Oral Tablet	200094	
70.162	1551192	prednisone 5 MG Oral Tablet	312617	EXACT
70.163	1551101	prednisone 10 MG Oral Tablet	198145	EXACT
70.164	19111643	prednisone 30 MG	451143	EXACT
70.168	766820	quetiapine 25 MG Oral Tablet	312744	
70.169	766819	quetiapine 100 MG Oral Tablet	312743	
70.170	766842	quetiapine 200 MG Oral Tablet	317174	
70.171	766821	quetiapine 300 MG Oral Tablet	312745	
70.176	766821	quetiapine 300 MG Oral Tablet	312745	
70.177	766820	quetiapine 25 MG Oral Tablet	312744	
70.178	766819	quetiapine 100 MG Oral Tablet	312743	
70.179	766842	quetiapine 200 MG Oral Tablet	317174	
70.184	766820	quetiapine 25 MG Oral Tablet	312744	
70.185	766821	quetiapine 300 MG Oral Tablet	312745	
70.186	766842	quetiapine 200 MG Oral Tablet	317174	
70.187	766819	quetiapine 100 MG Oral Tablet	312743	
70.188	19115197	amoxicillin 875 MG / clavulanate 125 MG Oral Tablet	562508	
70.189	1713694	amoxicillin 500 MG / clavulanate 125 MG Oral Tablet	617296	
70.195	766820	quetiapine 25 MG Oral Tablet	312744	
70.196	766820	quetiapine 25 MG Oral Tablet	312744	
70.197	766819	quetiapine 100 MG Oral Tablet	312743	
70.198	766819	quetiapine 100 MG Oral Tablet	312743	
70.199	766842	quetiapine 200 MG Oral Tablet	317174	
70.200	766821	quetiapine 300 MG Oral Tablet	312745	
70.201	766842	quetiapine 200 MG Oral Tablet	317174	
70.202	766821	quetiapine 300 MG Oral Tablet	312745	
70.207	40072545	oxygen Gas for Inhalation	376784	EXACT
70.211	19077499	fluvastatin 80 MG Extended Release Oral Tablet	310406	EXACT
