ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/14/936/001	EMEA/H/C/002813	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 250 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/002	EMEA/H/C/002813	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 500 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/003	EMEA/H/C/002813	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 1000 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/004	EMEA/H/C/002813	2000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 2000 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/005	EMEA/H/C/002813	2500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 2500 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/006	EMEA/H/C/002813	3000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 3000 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/007	EMEA/H/C/002813	4000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 4000 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/008	EMEA/H/C/002813	1500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: pre-filled syringe (glass)	powder: 1500 IU; solvent: 2.5 ml	1 vial (powder) + 1 pre-filled syringe (solvent) + 1 vial adapter + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/009	EMEA/H/C/002813	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 250 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/010	EMEA/H/C/002813	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 500 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/011	EMEA/H/C/002813	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 1000 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/012	EMEA/H/C/002813	1500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 1500 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/013	EMEA/H/C/002813	2000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 2000 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/014	EMEA/H/C/002813	2500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 2500 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/015	EMEA/H/C/002813	3000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 3000 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
EU/1/14/936/016	EMEA/H/C/002813	4000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial (glass); solvent: vial (glass)	powder: 4000 IU; solvent: 2.5 ml	1 vial (powder) + 1 vial (solvent) + 1 transfer device + 1 disposable syringe + 1 needle + 2 swabs	Nuwiq
