codice_aic	cod_farmaco	denominazione	descrizione	pa_associati	principio_attivo	quantita	unita_misura	forma	codice_atc	ragione_sociale	stato_amministrativo	tipo_procedura	fornitura
004853014	004853	VALERIANA DISPERT	45 MG COMPRESSE RIVESTITE- 30 COMPRESSE	VALERIANA	VALERIANA	450	milligrammi	Compressa rivestita	N05CM09	VEMEDIA MANUFACTURING B.V.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
004853026	004853	VALERIANA DISPERT	45 MG COMPRESSE RIVESTITE- 60 COMPRESSE	VALERIANA	VALERIANA	450	milligrammi	Compressa rivestita	N05CM09	VEMEDIA MANUFACTURING B.V.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
004853038	004853	VALERIANA DISPERT	45 MG COMPRESSE RIVESTITE- 100 COMPRESSE	VALERIANA	VALERIANA	45	milligrammi	Compressa rivestita	N05CM09	VEMEDIA MANUFACTURING B.V.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
004853053	004853	VALERIANA DISPERT	125 MG COMPRESSE RIVESTITE - 20 COMPRESSE	VALERIANA	VALERIANA	125	milligrammi	Compressa rivestita	N05CM09	VEMEDIA MANUFACTURING B.V.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
004853065	004853	VALERIANA DISPERT	125 MG COMPRESSE RIVESTITE - 50 COMPRESSE	VALERIANA	VALERIANA	125	milligrammi	Compressa rivestita	N05CM09	VEMEDIA MANUFACTURING B.V.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
008290088	008290	TICALMA	400 MG TISANA- 20 BUSTINE	VALERIANA	VALERIANA	400	milligrammi	Tisana	N05CM09	KELEMATA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
008290090	008290	TICALMA	100 MG COMPRESSE RIVESTITE- 30 COMPRESSE RIVESTITE	VALERIANA	VALERIANA	1000	milligrammi	Compressa rivestita	N05CM09	KELEMATA S.R.L.	Autorizzata	Procedura Nazionale	Medicinali non soggetti a prescrizione medica, da banco.
