ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/25/1956/001	1301725	deutetrabenazine Extended Release Oral Tablet [Austedo]	2630146	BROAD	Initiation pack containing 7x each of 12+24+30+36+42+48 mg ER tablets; nearest pack concept (1735725) has 12/18/24/30/36/42 mg (different strengths); mapped to branded drug form instead		2026-02-11
EU/1/25/1956/002	1301730	deutetrabenazine 24 MG Extended Release Oral Tablet [Austedo]	2630154	EXACT	28 tablets		2026-02-11
EU/1/25/1956/003	1301730	deutetrabenazine 24 MG Extended Release Oral Tablet [Austedo]	2630154	EXACT	84 tablets		2026-02-11
EU/1/25/1956/004	1734456	deutetrabenazine 30 MG Extended Release Oral Tablet [Austedo]	2683286	EXACT	28 tablets		2026-02-11
EU/1/25/1956/005	1734456	deutetrabenazine 30 MG Extended Release Oral Tablet [Austedo]	2683286	EXACT	84 tablets		2026-02-11
EU/1/25/1956/006	1734460	deutetrabenazine 36 MG Extended Release Oral Tablet [Austedo]	2683292	EXACT	28 tablets		2026-02-11
EU/1/25/1956/007	1734460	deutetrabenazine 36 MG Extended Release Oral Tablet [Austedo]	2683292	EXACT	84 tablets		2026-02-11
EU/1/25/1956/008	1734464	deutetrabenazine 42 MG Extended Release Oral Tablet [Austedo]	2683298	EXACT	28 tablets		2026-02-11
EU/1/25/1956/009	1734464	deutetrabenazine 42 MG Extended Release Oral Tablet [Austedo]	2683298	EXACT	84 tablets		2026-02-11
EU/1/25/1956/010	1734468	deutetrabenazine 48 MG Extended Release Oral Tablet [Austedo]	2683304	EXACT	28 tablets		2026-02-11
EU/1/25/1956/011	1734468	deutetrabenazine 48 MG Extended Release Oral Tablet [Austedo]	2683304	EXACT	84 tablets		2026-02-11
