ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/22/1634/001	EMEA/H/C/005956	120 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		14 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/002	EMEA/H/C/005956	120 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		14 x 1 capsule (unit dose)	Dimethyl fumarate Mylan
EU/1/22/1634/003	EMEA/H/C/005956	120 mg	Gastro-resistant capsule, hard	Oral use	bottle (HDPE)		14 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/004	EMEA/H/C/005956	120 mg	Gastro-resistant capsule, hard	Oral use	bottle (HDPE)		60 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/005	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		56 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/006	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		56 x 1 capsule (unit dose)	Dimethyl fumarate Mylan
EU/1/22/1634/007	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		168 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/008	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	blister (PVC/PE/PVDC/alu)		168 x 1 capsule (unit dose)	Dimethyl fumarate Mylan
EU/1/22/1634/009	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	bottle (HDPE)		56 capsules	Dimethyl fumarate Mylan
EU/1/22/1634/010	EMEA/H/C/005956	240 mg	Gastro-resistant capsule, hard	Oral use	bottle (HDPE)		168 capsules	Dimethyl fumarate Mylan
