ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/24/1825/001	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	4 ml	1 vial	Tocilizumab STADA
EU/1/24/1825/002	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	4 ml	4 vials	Tocilizumab STADA
EU/1/24/1825/003	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	10 ml	1 vial	Tocilizumab STADA
EU/1/24/1825/004	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	10 ml	4 vials	Tocilizumab STADA
EU/1/24/1825/005	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	20 ml	1 vial	Tocilizumab STADA
EU/1/24/1825/006	EMEA/H/C/005984	20 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	20 ml	4 vials	Tocilizumab STADA
