ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/732/001	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		7 tablets	Desloratadine Teva
EU/1/11/732/002	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		10 tablets	Desloratadine Teva
EU/1/11/732/003	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		14 tablets	Desloratadine Teva
EU/1/11/732/004	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		20 tablets	Desloratadine Teva
EU/1/11/732/005	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		21 tablets	Desloratadine Teva
EU/1/11/732/006	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		28 tablets	Desloratadine Teva
EU/1/11/732/007	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		30 tablets	Desloratadine Teva
EU/1/11/732/008	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		40 tablets	Desloratadine Teva
EU/1/11/732/009	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		50 tablets	Desloratadine Teva
EU/1/11/732/010	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		60 tablets	Desloratadine Teva
EU/1/11/732/011	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		90 tablets	Desloratadine Teva
EU/1/11/732/012	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		100 tablets	Desloratadine Teva
EU/1/11/732/013	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		50 x 1 tablet (unit dose)	Desloratadine Teva
EU/1/11/732/014	EMEA/H/C/002419	5 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC)		105 tablets	Desloratadine Teva
