ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/408/001	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		7 tablets	Tekturna
EU/1/07/408/002	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		14 tablets	Tekturna
EU/1/07/408/003	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		28 tablets	Tekturna
EU/1/07/408/004	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		30 tablets	Tekturna
EU/1/07/408/005	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		50 tablets	Tekturna
EU/1/07/408/006	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		56 tablets	Tekturna
EU/1/07/408/007	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		84 (3x28) tablets	Tekturna
EU/1/07/408/008	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		90 tablets	Tekturna
EU/1/07/408/009	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		98 (2x49) tablets	Tekturna
EU/1/07/408/010	EMEA/H/C/000852	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		280 (20x14) tablets	Tekturna
EU/1/07/408/011	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		7 tablets	Tekturna
EU/1/07/408/012	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		14 tablets	Tekturna
EU/1/07/408/013	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		28 tablets	Tekturna
EU/1/07/408/014	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		30 tablets	Tekturna
EU/1/07/408/015	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		50 tablets	Tekturna
EU/1/07/408/016	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		56 tablets	Tekturna
EU/1/07/408/017	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		84 (3x28) tablets	Tekturna
EU/1/07/408/018	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		90 (3x30) tablets	Tekturna
EU/1/07/408/019	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		98 (2x49) tablets	Tekturna
EU/1/07/408/020	EMEA/H/C/000852	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)		280 (20x14) tablets	Tekturna
