cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
705705	79631	PASSIFLORINE SOLUCION ORAL	Extracto líquido de partes aéreas de Passiflora incarnata/hojas y flores de Crataegus oxyacantha 100 mg/ml + 100 mg/ml solución/suspensión oral	100 mg/ml + 100 mg/ml	Frasco	125	ml	PASSIFLORA INCARNATA EXTO LIQUIDO 100 mg|CRATAEGUS OXYACANTHA TINTURA 100 mg	VÍA ORAL	SOLUCIÓN ORAL	N05CM - Otros hipnoticos y sedantes	CHIESI ESPAÑA S.A.U.	1	0	0	0
