ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/21/1588/001	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		10 tablets	Rivaroxaban Viatris
EU/1/21/1588/002	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		28 tablets	Rivaroxaban Viatris
EU/1/21/1588/003	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		56 tablets	Rivaroxaban Viatris
EU/1/21/1588/004	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		60 tablets	Rivaroxaban Viatris
EU/1/21/1588/005	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		100 tablets	Rivaroxaban Viatris
EU/1/21/1588/006	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		196 tablets	Rivaroxaban Viatris
EU/1/21/1588/007	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		28 x 1 tablets (unit dose)	Rivaroxaban Viatris
EU/1/21/1588/008	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		30 x 1 tablets (unit dose)	Rivaroxaban Viatris
EU/1/21/1588/009	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		56 x 1 tablets (unit dose)	Rivaroxaban Viatris
EU/1/21/1588/010	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		60 x 1 tablets (unit dose)	Rivaroxaban Viatris
EU/1/21/1588/011	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	blister (PVC/PVdC/alu)		90 x 1 tablets (unit dose)	Rivaroxaban Viatris
EU/1/21/1588/012	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	bottle (HDPE)		98 tablets	Rivaroxaban Viatris
EU/1/21/1588/013	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Rivaroxaban Viatris
EU/1/21/1588/014	EMEA/H/C/005600	2.5 mg	Film-coated tablet	Oral use	bottle (HDPE)		196 tablets	Rivaroxaban Viatris
