ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/19/1383/001	19132843	20 ML lacosamide 10 MG/ML Injection	809974	EXACT			2025-12-04
EU/1/19/1383/002	19132843	20 ML lacosamide 10 MG/ML Injection	809974	EXACT			2025-12-04
EU/1/19/1383/003	40222473	lacosamide 10 MG/ML Oral Solution	993856	EXACT			2025-12-04
EU/1/19/1383/004	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/005	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/006	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/007	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/008	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/009	19132859	lacosamide 50 MG Oral Tablet	810000	EXACT			2025-12-04
EU/1/19/1383/010	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/011	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/012	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/013	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/014	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/015	19132847	lacosamide 100 MG Oral Tablet	809987	EXACT			2025-12-04
EU/1/19/1383/016	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/017	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/018	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/019	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/020	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/021	19132851	lacosamide 150 MG Oral Tablet	809992	EXACT			2025-12-04
EU/1/19/1383/022	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/023	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/024	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/025	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/026	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/027	19132855	lacosamide 200 MG Oral Tablet	809996	EXACT			2025-12-04
EU/1/19/1383/028					No 4-strength initiation pack in RxNorm; only a 2-strength (50+100 mg) pack exists	{14 (lacosamide 50 MG Oral Tablet) / 14 (lacosamide 100 MG Oral Tablet) / 14 (lacosamide 150 MG Oral Tablet) / 14 (lacosamide 200 MG Oral Tablet) } Pack	2026-02-11
