ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/21/1618/001	EMEA/H/C/005808	--1	Dispersion for injection	Intramuscular use	vial (glass)	5 mL (10 doses)	10 multidose vials (100 doses)	Nuvaxovid
EU/1/21/1618/002	EMEA/H/C/005808	--1	Dispersion for injection	Intramuscular use	vial (glass)	2.5 mL (5 doses)	10 multidose vials (50 doses)	Nuvaxovid
EU/1/21/1618/003	EMEA/H/C/005808	--1	Dispersion for injection	Intramuscular use	vial (glass)	5 mL (10 doses)	2 multidose vials (20 doses)	Nuvaxovid
EU/1/21/1618/004	EMEA/H/C/005808	--1	Dispersion for injection	Intramuscular use	vial (glass)	2.5 mL (5 doses)	2 multidose vials (10 doses)	Nuvaxovid
EU/1/21/1618/005	EMEA/H/C/005808	--2	Dispersion for injection	Intramuscular use	vial (glass)	0.5 mL (1 dose)	10 single dose vials (10 doses)	Nuvaxovid XBB.1.5
EU/1/21/1618/006	EMEA/H/C/005808	--2	Dispersion for injection	Intramuscular use	vial (glass)	2.5 mL (5 doses)	10 multidose vials (50 doses)	Nuvaxovid XBB.1.5
EU/1/21/1618/007	EMEA/H/C/005808	--3	Dispersion for injection	Intramuscular use	vial (glass)	0.5 mL (1 dose)	10 single dose vials (10 doses)	Nuvaxovid JN.1
EU/1/21/1618/008	EMEA/H/C/005808	--2	Dispersion for injection	Intramuscular use	vial (glass)	2.5 mL (5 doses)	2 multidose vials (10 doses)	Nuvaxovid XBB.1.5
EU/1/21/1618/009	EMEA/H/C/005808	--3	Dispersion for injection	Intramuscular use	vial (glass)	0.5 mL (1 dose)	1 single dose vial (1 dose)	Nuvaxovid JN.1
EU/1/21/1618/010	EMEA/H/C/005808	--2	Dispersion for injection	Intramuscular use	vial (glass)	0.5 mL (1 dose)	1 single dose vial (1 dose)	Nuvaxovid XBB.1.5
EU/1/21/1618/011	EMEA/H/C/005808	--3	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.5 mL (1 dose)	10 pre-filled syringes (10 doses)	Nuvaxovid JN.1
EU/1/21/1618/012	EMEA/H/C/005808	--3	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.5 mL (1 dose)	1 pre-filled syringe (1 dose)	Nuvaxovid JN.1
EU/1/21/1618/013	EMEA/H/C/005808	--3	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.5 mL (1 dose)	1 pre-filled syringe + 1 needle (1 dose)	Nuvaxovid JN.1
