ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/415/001	EMEA/H/C/000792	2.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		14 tablets	Zalasta
EU/1/07/415/002	EMEA/H/C/000792	2.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		28 tablets	Zalasta
EU/1/07/415/003	EMEA/H/C/000792	2.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		35 tablets	Zalasta
EU/1/07/415/004	EMEA/H/C/000792	2.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		56 tablets	Zalasta
EU/1/07/415/005	EMEA/H/C/000792	2.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		70 tablets	Zalasta
EU/1/07/415/006	EMEA/H/C/000792	5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		14 tablets	Zalasta
EU/1/07/415/007	EMEA/H/C/000792	5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		28 tablets	Zalasta
EU/1/07/415/008	EMEA/H/C/000792	5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		35 tablets	Zalasta
EU/1/07/415/009	EMEA/H/C/000792	5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		56 tablets	Zalasta
EU/1/07/415/010	EMEA/H/C/000792	5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		70 tablets	Zalasta
EU/1/07/415/011	EMEA/H/C/000792	7.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		14 tablets	Zalasta
EU/1/07/415/012	EMEA/H/C/000792	7.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		28 tablets	Zalasta
EU/1/07/415/013	EMEA/H/C/000792	7.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		35 tablets	Zalasta
EU/1/07/415/014	EMEA/H/C/000792	7.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		56 tablets	Zalasta
EU/1/07/415/015	EMEA/H/C/000792	7.5 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		70 tablets	Zalasta
EU/1/07/415/016	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		7 tablets	Zalasta
EU/1/07/415/017	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		14 tablets	Zalasta
EU/1/07/415/018	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		28 tablets	Zalasta
EU/1/07/415/019	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		35 tablets	Zalasta
EU/1/07/415/020	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		56 tablets	Zalasta
EU/1/07/415/021	EMEA/H/C/000792	10 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		70 tablets	Zalasta
EU/1/07/415/022	EMEA/H/C/000792	15 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		14 tablets	Zalasta
EU/1/07/415/023	EMEA/H/C/000792	15 mg	Tablet	Oral use	blister (Alu/OPA/Alu/PVC)		28 tablets	Zalasta
