cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
765239	1241827001	FRUZAQLA 1 MG CAPSULAS DURAS	Fruquintinib 1 mg cápsula	1 mg	Frasco	21	cápsula	FRUQUINTINIB 1 mg	VÍA ORAL	CÁPSULA DURA	L01EK04 - Fruquintinib	TAKEDA PHARMACEUTICALS INTERNATIONAL AG IRELAND BRANCH	0	0	0	0
765240	1241827002	FRUZAQLA 5 MG CAPSULAS DURAS	Fruquintinib 5 mg cápsula	5 mg	Frasco	21	cápsula	FRUQUINTINIB 5 mg	VÍA ORAL	CÁPSULA DURA	L01EK04 - Fruquintinib	TAKEDA PHARMACEUTICALS INTERNATIONAL AG IRELAND BRANCH	0	0	0	0
