ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/395/041	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		28 tablets	Invega
EU/1/07/395/042	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		49 tablets	Invega
EU/1/07/395/043	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		56 tablets	Invega
EU/1/07/395/044	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		98 tablets	Invega
EU/1/07/395/045	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		28 tablets	Invega
EU/1/07/395/046	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		49 tablets	Invega
EU/1/07/395/047	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		56 tablets	Invega
EU/1/07/395/048	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		98 tablets	Invega
EU/1/07/395/049	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		28 tablets	Invega
EU/1/07/395/050	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		49 tablets	Invega
EU/1/07/395/051	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		56 tablets	Invega
EU/1/07/395/052	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		98 tablets	Invega
EU/1/07/395/053	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		28 tablets	Invega
EU/1/07/395/054	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		49 tablets	Invega
EU/1/07/395/055	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		56 tablets	Invega
EU/1/07/395/056	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	blister (OPA-Alu-PVC/Alu)		98 tablets	Invega
EU/1/07/395/057	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		30 tablets	Invega
EU/1/07/395/058	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		350 tablets	Invega
EU/1/07/395/059	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		30 tablets	Invega
EU/1/07/395/060	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		350 tablets	Invega
EU/1/07/395/061	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		30 tablets	Invega
EU/1/07/395/062	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		350 tablets	Invega
EU/1/07/395/063	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		30 tablets	Invega
EU/1/07/395/064	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	Bottle (HDPE/PP)		350 tablets	Invega
EU/1/07/395/067	EMEA/H/C/000746	3 mg	Prolonged release tablet	Oral use	blister (OPA-alu-PVC/alu)		14 tablets	Invega
EU/1/07/395/070	EMEA/H/C/000746	6 mg	Prolonged release tablet	Oral use	blister (OPA-alu-PVC/alu)		14 tablets	Invega
EU/1/07/395/073	EMEA/H/C/000746	9 mg	Prolonged release tablet	Oral use	blister (OPA-alu-PVC/alu)		14 tablets	Invega
EU/1/07/395/076	EMEA/H/C/000746	12 mg	Prolonged release tablet	Oral use	blister (OPA-alu-PVC/alu)		14 tablets	Invega
