cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
654757	42506	SUMIAL 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Propranolol 40 mg comprimido	40 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 40 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	ATNAHS PHARMA NETHERLANDS BV.	0	0	0	0
654758	42504	SUMIAL 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Propranolol 10 mg comprimido	10 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	ATNAHS PHARMA NETHERLANDS BV.	0	0	0	0
696931	77174	PROPRANOLOL ACCORD 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 10 mg comprimido	10 mg	Blister	50	comprimido	PROPRANOLOL 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	ACCORD HEALTHCARE S.L.U.	0	1	0	0
696932	77175	PROPRANOLOL ACCORD 40 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 40 mg comprimido	40 mg	Blister	50	comprimido	PROPRANOLOL 40 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	ACCORD HEALTHCARE S.L.U.	0	1	0	0
702983	114919001	HEMANGIOL 3,75 MG/ML SOLUCION ORAL	Propranolol 3,75 mg/ml solución/suspensión oral	3,75 mg/ml	Frasco	120	ml	PROPRANOLOL 3,75 mg	VÍA ORAL	SOLUCIÓN ORAL	C07AA05 - Propranolol	PIERRE FABRE MEDICAMENT	0	0	0	0
724072	83607	PROPRANOLOL KERN PHARMA 40 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 40 mg comprimido	40 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 40 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	KERN PHARMA S.L.	0	1	0	0
724073	83608	PROPRANOLOL KERN PHARMA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 10 mg comprimido	10 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	KERN PHARMA S.L.	0	1	0	0
727359	84649	PROPRANOLOL AUROVITAS 40 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 40 mg comprimido	40 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 40 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	AUROVITAS SPAIN, S.A.U.	0	1	0	0
727372	84656	PROPRANOLOL AUROVITAS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 10 mg comprimido	10 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	AUROVITAS SPAIN, S.A.U.	0	1	0	0
765340	89689	PROPRANOLOL TARBIS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 10 mg comprimido	10 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	TARBIS FARMA S.L.	0	1	0	0
765341	89692	PROPRANOLOL TARBIS 40 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Propranolol 40 mg comprimido	40 mg	Blister	50	comprimido	PROPRANOLOL HIDROCLORURO 40 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C07AA05 - Propranolol	TARBIS FARMA S.L.	0	1	0	0
