ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/20/1507/019	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (glass)	2.5 ml (5 or 10 doses)	10 multidose vials (50 or 100 doses)	Spikevax JN.1
EU/1/20/1507/020	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (cyclic olefin polymer)	2.5 ml (5 or 10 doses)	10 multidose vials (50 or 100 doses)	Spikevax JN.1
EU/1/20/1507/021	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (glass)	0.5 ml (1 dose)	1 single dose vial (1 dose)	Spikevax JN.1
EU/1/20/1507/022	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (glass)	0.5 ml (1 dose)	10 single dose vials (10 doses)	Spikevax JN.1
EU/1/20/1507/023	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.5 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax JN.1
EU/1/20/1507/024	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.5 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax JN.1
EU/1/20/1507/025	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.5 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax JN.1
EU/1/20/1507/026	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.5 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax JN.1
EU/1/20/1507/031	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (glass)	2.5 ml (5 or 10 doses)	10 multidose vials (50 or 100 doses)	Spikevax LP.8.1
EU/1/20/1507/032	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	vial (cyclic olefin polymer)	2.5 ml (5 or 10 doses)	10 multidose vials (50 or 100 doses)	Spikevax LP.8.1
EU/1/20/1507/033	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.5 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax LP.8.1
EU/1/20/1507/034	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.5 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax LP.8.1
EU/1/20/1507/035	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.5 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax LP.8.1
EU/1/20/1507/036	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.5 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax LP.8.1
EU/1/20/1507/037	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.25 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax LP.8.1
EU/1/20/1507/038	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a blister	0.25 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax LP.8.1
EU/1/20/1507/039	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.25 ml (1 dose)	1 pre-filled syringe (1 dose)	Spikevax LP.8.1
EU/1/20/1507/040	EMEA/H/C/005791		Dispersion for injection	Intramuscular use	pre-filled syringe (cyclic olefin copolymer) in a tray	0.25 ml (1 dose)	10 pre-filled syringes (10 doses)	Spikevax LP.8.1
