codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
045679014	045679	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
045679026	045679	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
048105023	048105	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
050501016	050501	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153017	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153029	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153031	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153043	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153056	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153068	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
051153070	051153	36507179	Trientine 150 MG Oral Tablet	OMOP4836326	EXACT	auto-linked from EMA 004005		2026-06-12
