codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
041496011	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496023	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496035	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496047	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496050	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496062	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
041496074	041496	36270017	Artenimol 40 MG / Piperaquine tetraphosphate 320 MG Oral Tablet	OMOP3120892	EXACT	auto-linked from EMA 001199		2026-06-12
