ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/10/640/001	EMEA/H/C/001177	5 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		20 tablets	Sycrest
EU/1/10/640/002	EMEA/H/C/001177	5 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		60 tablets	Sycrest
EU/1/10/640/003	EMEA/H/C/001177	5 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		100 tablets	Sycrest
EU/1/10/640/004	EMEA/H/C/001177	10 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		20 tablets	Sycrest
EU/1/10/640/005	EMEA/H/C/001177	10 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		60 tablets	Sycrest
EU/1/10/640/006	EMEA/H/C/001177	10 mg	Sublingual tablet	Sublingual use	blister (alu/alu)		100 tablets	Sycrest
