ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/17/1243/001	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/002	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/003	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/004	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/005	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/006	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/007	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/008	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/009	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/010	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/011	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/012	19102501	imatinib 100 MG Oral Tablet	403878	EXACT			2025-12-04
EU/1/17/1243/013	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/014	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/015	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/016	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/017	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/018	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/019	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/020	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/021	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/022	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/023	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/024	19071340	imatinib 100 MG Oral Capsule	284206	EXACT			2025-12-04
EU/1/17/1243/025	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/026	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/027	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/028	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/029	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/030	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/031	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/032	19102502	imatinib 400 MG Oral Tablet	403879	EXACT			2025-12-04
EU/1/17/1243/033	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/034	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/035	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/036	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/037	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/038	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/039	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
EU/1/17/1243/040	19112669	imatinib 400 MG Oral Capsule	483431	EXACT			2025-12-04
