ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/11/743/001	EMEA/H/C/002318	0.5 mg	Tablet	Oral use	blister (alu/alu)	30 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/002	EMEA/H/C/002318	0.5 mg	Tablet	Oral use	blister (alu/alu)	90 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/003	EMEA/H/C/002318	0.5 mg	Tablet	Oral use	blister (alu/alu)	120 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/004	EMEA/H/C/002318	0.5 mg	Tablet	Oral use	blister (alu/alu)	270 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/005	EMEA/H/C/002318	0.5 mg	Tablet	Oral use	bottle (HDPE)	100 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/006	EMEA/H/C/002318	1 mg	Tablet	Oral use	blister (alu/alu)	30 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/007	EMEA/H/C/002318	1 mg	Tablet	Oral use	blister (alu/alu)	90 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/008	EMEA/H/C/002318	1 mg	Tablet	Oral use	blister (alu/alu)	120 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/009	EMEA/H/C/002318	1 mg	Tablet	Oral use	blister (alu/alu)	270 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/010	EMEA/H/C/002318	1 mg	Tablet	Oral use	bottle (HDPE)	100 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/011	EMEA/H/C/002318	2 mg	Tablet	Oral use	blister (alu/alu)	30 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/012	EMEA/H/C/002318	2 mg	Tablet	Oral use	blister (alu/alu)	90 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/013	EMEA/H/C/002318	2 mg	Tablet	Oral use	blister (alu/alu)	120 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/014	EMEA/H/C/002318	2 mg	Tablet	Oral use	blister (alu/alu)	270 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/015	EMEA/H/C/002318	2 mg	Tablet	Oral use	bottle (HDPE)	100 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/016	EMEA/H/C/002318	0.5 mg	Tablet	O r a l u s e	b l i s t e r ( a l u / a l u )	1 8 0 t a b l e t s		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/017	EMEA/H/C/002318	1 mg	Tablet	Oral use	blister (alu/alu)	180 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
EU/1/11/743/018	EMEA/H/C/002318	2 mg	Tablet	Oral use	blister (alu/alu)	180 tablets		repaglinide-accord	Repaglinide Accord	EU/1/11/743	repaglinide	repaglinide	A10BX02	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/repaglinide-accord	Authorised
