codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
044318018	044318	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
044318020	044318	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061013	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061025	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061037	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061049	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061052	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061064	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061076	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061088	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061090	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061102	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061114	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061126	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061138	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061140	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061153	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061165	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
045061177	045061	45892118	atazanavir 300 MG / cobicistat 150 MG Oral Tablet [Evotaz]	1601660	EXACT	auto-linked from EMA 003904		2026-06-12
