cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
650104	24379	PROPALCOF 15 mg/ml GOTAS ORALES EN SOLUCION	Dextrometorfano 15 mg/ml solución/suspensión gotas orales	15 mg/ml	Frasco	20	ml	DEXTROMETORFANO HIDROBROMURO 15 mg	VÍA ORAL	GOTAS ORALES EN SOLUCIÓN	R05DA09 - Dextrometorfano	BAYER HISPANIA S.L.	0	0	0	0
650345	66417	NOTUS ANTITUSIVO 2 mg/ml SOLUCION ORAL	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	125	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	TEVA PHARMA S.L.U.	0	0	0	0
650346	66417	NOTUS ANTITUSIVO 2 mg/ml SOLUCION ORAL	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	TEVA PHARMA S.L.U.	0	0	0	0
650625	66543	DEXTROMETORFANO HIDROBROMURO FARMALIDER 15 mg CAPSULAS BLANDAS	Dextrometorfano 15 mg cápsula	15 mg	Blister	12	cápsula	DEXTROMETORFANO HIDROBROMURO 15 mg	VÍA ORAL	CÁPSULA BLANDA	R05DA09 - Dextrometorfano	FARMALIDER S.A.	0	0	0	0
650871	66632	DEXTROMETORFANO GEISER 10 MG PASTILLAS PARA CHUPAR	Dextrometorfano 10 mg comprimido bucal/para chupar	10 mg	Blister	24	pastilla	DEXTROMETORFANO HIDROBROMURO 10 mg	VÍA ORAL	PASTILLA PARA CHUPAR	R05DA09 - Dextrometorfano	GEISER PHARMA S.L.	0	0	0	0
652460	67155	NORMOTUS ANTITUSIVO 2 MG/ML SOLUCIÓN ORAL	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	LABORATORIOS NORMON S.A.	0	0	0	0
652649	67208	NOVAG TUSS 10mg/5ml SOLUCION ORAL	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	TARBIS FARMA S.L.	0	0	0	0
652851	67311	CINFATOS ANTITUSIVO INFANTIL 1 mg / ml SOLUCION ORAL	Dextrometorfano 1 mg/ml solución/suspensión oral	1 mg/ml	Frasco	125	ml	DEXTROMETORFANO HIDROBROMURO 1 mg	VÍA ORAL	JARABE	R05DA09 - Dextrometorfano	LABORATORIOS CINFA S.A.	0	0	0	0
653043	67400	BICASAN 2 MG/ML JARABE	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	250	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	JARABE	R05DA09 - Dextrometorfano	PHARMINICIO S.L.	0	0	0	0
654147	28727	PROPALCOF 15 mg/5 ml JARABE	Dextrometorfano 3 mg/ml solución/suspensión oral	3 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 3 mg	VÍA ORAL	JARABE	R05DA09 - Dextrometorfano	BAYER HISPANIA S.L.	0	0	0	0
663100	70997	LAITOS  3 mg/ml JARABE	Dextrometorfano 3 mg/ml solución/suspensión oral	3 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 3 mg	VÍA ORAL	JARABE	R05DA09 - Dextrometorfano	LAINCO S.A.	0	0	0	0
664286	71680	BISOLVON ANTITUSIVO 15 mg SOLUCION ORAL EN SOBRES	Dextrometorfano 15 mg solución/suspensión oral sobre	15 mg	Sobre	12	sobre	DEXTROMETORFANO HIDROBROMURO 15 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	OPELLA HEALTHCARE SPAIN S.L.	0	0	0	0
664329	71681	DEXTROMETORFANO MABO 2 MG/ML SOLUCION ORAL	Dextrometorfano 2 mg/ml solución/suspensión oral	2 mg/ml	Frasco	200	ml	DEXTROMETORFANO HIDROBROMURO 2 mg	VÍA ORAL	SOLUCIÓN ORAL	R05DA09 - Dextrometorfano	MABO FARMA S.A.	0	0	0	0
