ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/04/278/001	44191223	3 ML insulin detemir 100 UNT/ML Cartridge [Levemir]	OMOP3067946	EXACT			2026-03-30
EU/1/04/278/002	44191223	3 ML insulin detemir 100 UNT/ML Cartridge [Levemir]	OMOP3067946	EXACT			2026-03-30
EU/1/04/278/003	44191223	3 ML insulin detemir 100 UNT/ML Cartridge [Levemir]	OMOP3067946	EXACT			2026-03-30
EU/1/04/278/004	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/005	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/006	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/007	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/008	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/009	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/010	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/011	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/012	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/013	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/014	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/015	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
EU/1/04/278/016	1516981	3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]	847241	EXACT			2025-12-04
