ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/590/001	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe	Prevenar 13
EU/1/09/590/002	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe with separate needle	Prevenar 13
EU/1/09/590/003	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes	Prevenar 13
EU/1/09/590/004	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes with separate needles	Prevenar 13
EU/1/09/590/005	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	50 pre-filled syringes	Prevenar 13
EU/1/09/590/006	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	50 pre-filled syringes with separate needles	Prevenar 13
EU/1/09/590/007	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	single dose vial (glass)	0.5 ml	1 single dose vial	Prevenar 13
EU/1/09/590/008	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	single dose vial (glass)	0.5 ml	5 single dose vials	Prevenar 13
EU/1/09/590/009	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	single dose vial (glass)	0.5 ml	10 single dose vials	Prevenar 13
EU/1/09/590/010	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	single dose vial (glass)	0.5 ml	25 single dose vials	Prevenar 13
EU/1/09/590/011	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	single dose vial (glass)	0.5 ml	50 single dose vials	Prevenar 13
EU/1/09/590/012	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	vial (glass)	2 ml (4 x 0.5 ml doses)	1 multidose container (4 doses)	Prevenar 13
EU/1/09/590/013	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	vial (glass)	2 ml (4 x 0.5 ml doses)	5 multidose containers (20 doses)	Prevenar 13
EU/1/09/590/014	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	vial (glass)	2 ml (4 x 0.5 ml doses)	10 multidose containers (40 doses)	Prevenar 13
EU/1/09/590/015	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	vial (glass)	2 ml (4 x 0.5 ml doses)	25 multidose containers (100 doses)	Prevenar 13
EU/1/09/590/016	EMEA/H/C/001104	--1	Suspension for injection	Intramuscular use	vial (glass)	2 ml (4 x 0.5 ml doses)	50 multidose containers (200 doses)	Prevenar 13
