ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/419/001	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml	1 vial	Cervarix
EU/1/07/419/002	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml	10 vials	Cervarix
EU/1/07/419/003	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml	100 vials	Cervarix
EU/1/07/419/004	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe + 1 needle	Cervarix
EU/1/07/419/005	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe + 2 needles	Cervarix
EU/1/07/419/006	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes + 10 needles	Cervarix
EU/1/07/419/007	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes + 20 needles	Cervarix
EU/1/07/419/008	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe	Cervarix
EU/1/07/419/009	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes	Cervarix
EU/1/07/419/010	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	1 ml	1 vial (multidose)	Cervarix
EU/1/07/419/011	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	1 ml	10 vials (multidose)	Cervarix
EU/1/07/419/012	EMEA/H/C/000721	--1 see footnote.txt	Suspension for injection	Intramuscular use	vial (glass)	1 ml	100 vials (multidose)	Cervarix
